Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::CMMotionRemover,37,0,22,15,2,0,1,1,0.68%,40,1,1,2,0,14,5,1,5
OpenMM::CMMotionRemoverImpl,35,0,34,2,3,0,1,1,0.06%,57,1,1,8,0,15,7,2,7
OpenMM::CMMotionRemoverProxy,29,0,29,0,7,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CompiledExpressionSet,54,0,39,15,5,0,2,5,0.38%,46,0,0,2,0,5,5,3,5
OpenMM::CompoundIntegrator,116,0,25,91,0,0,0,0,3.64%,100,1,1,3,0,30,18,2,18
OpenMM::CompoundIntegratorProxy,24,0,24,0,6,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Context,402,8,219,175,7,0,1,13,0.80%,55,0,0,12,0,35,35,2,35
OpenMM::ContextImpl,605,26,401,178,10,0,2,29,0.44%,89,0,0,17,0,41,40,16,41
OpenMM::Continuous1DFunction,71,0,39,32,7,0,2,3,0.82%,42,1,1,2,0,9,7,3,7
OpenMM::Continuous1DFunctionProxy,29,0,29,0,7,0,2,3,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Continuous2DFunction,107,0,60,47,12,0,3,5,0.78%,42,1,1,2,0,9,7,7,7
OpenMM::Continuous2DFunctionProxy,35,0,35,0,9,0,2,3,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Continuous3DFunction,135,0,73,62,15,0,3,6,0.85%,42,1,1,2,0,9,7,10,7
OpenMM::Continuous3DFunctionProxy,39,0,39,0,11,0,2,3,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CpuBondForce,201,26,149,27,26,3,5,17,0.18%,70,0,0,5,0,10,10,6,10
OpenMM::CpuBondForce::ComputeForceTask,18,0,18,0,4,0,1,2,0.00%,0,1,1,3,0,3,2,7,2
OpenMM::CpuCalcCustomGBForceKernel,228,14,187,27,37,1,7,24,0.14%,61,2,1,14,0,15,5,14,5
OpenMM::CpuCalcCustomManyParticleForceKernel,101,4,75,22,13,0,3,5,0.29%,42,2,1,10,0,15,5,7,5
OpenMM::CpuCalcCustomNonbondedForceKernel,215,20,165,30,34,2,7,15,0.18%,60,2,1,16,0,16,6,19,6
OpenMM::CpuCalcForcesAndEnergyKernel,206,14,153,39,19,1,3,12,0.25%,25,2,1,15,0,14,4,3,4
OpenMM::CpuCalcForcesAndEnergyKernel::InitForceTask,63,5,55,3,28,1,5,10,0.05%,12,1,1,8,0,3,2,4,2
OpenMM::CpuCalcForcesAndEnergyKernel::SumForceTask,23,1,21,1,8,0,2,3,0.05%,0,1,1,4,0,3,2,3,2
OpenMM::CpuCalcGayBerneForceKernel,52,0,33,19,4,0,1,2,0.58%,19,2,1,7,0,15,5,2,5
OpenMM::CpuCalcGBSAOBCForceKernel,80,2,57,21,9,0,2,3,0.37%,33,2,1,11,0,15,5,3,5
OpenMM::CpuCalcHarmonicAngleForceKernel,94,2,71,21,12,0,3,4,0.30%,33,2,1,9,0,15,5,6,5
OpenMM::CpuCalcNonbondedForceKernel,291,13,241,37,36,1,8,19,0.15%,58,2,1,16,0,18,7,22,7
OpenMM::CpuCalcNonbondedForceKernel::PmeIO,19,0,19,0,4,0,1,2,0.00%,33,1,1,0,0,5,3,3,3
OpenMM::CpuCalcPeriodicTorsionForceKernel,97,2,74,21,12,0,3,4,0.28%,33,2,1,9,0,15,5,6,5
OpenMM::CpuCalcPmeReciprocalForceKernel,349,20,274,61,25,1,4,16,0.22%,70,2,1,9,0,21,9,30,10
OpenMM::CpuCalcPmeReciprocalForceKernel::ComputeTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCalcRBTorsionForceKernel,103,2,80,21,13,0,3,4,0.26%,33,2,1,9,0,15,5,6,5
OpenMM::CpuCustomGBForce,871,83,643,145,38,2,8,27,0.23%,80,0,0,10,0,17,17,25,17
OpenMM::CpuCustomGBForce::ComputeForceTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCustomGBForce::ThreadData,125,0,124,1,91,0,20,20,0.01%,50,0,0,3,0,2,2,28,2
OpenMM::CpuCustomManyParticleForce,652,57,504,91,34,2,6,21,0.18%,79,0,0,15,0,14,12,27,14
OpenMM::CpuCustomManyParticleForce::AngleTermInfo,15,0,15,0,6,0,1,1,0.00%,50,0,0,4,0,2,2,10,2
OpenMM::CpuCustomManyParticleForce::ComputeForceTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCustomManyParticleForce::DihedralTermInfo,16,0,16,0,8,0,1,1,0.00%,50,0,0,4,0,2,2,10,2
OpenMM::CpuCustomManyParticleForce::DistanceTermInfo,14,0,14,0,5,0,1,1,0.00%,50,0,0,4,0,2,2,7,2
OpenMM::CpuCustomManyParticleForce::ParticleTermInfo,11,0,11,0,4,0,1,1,0.00%,50,0,0,3,0,2,2,5,2
OpenMM::CpuCustomManyParticleForce::ThreadData,88,3,81,4,32,0,7,10,0.05%,66,0,0,11,0,3,3,16,3
OpenMM::CpuCustomNonbondedForce,408,36,284,90,22,1,4,20,0.32%,81,0,0,12,0,13,13,26,13
OpenMM::CpuCustomNonbondedForce::ComputeForceTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCustomNonbondedForce::ThreadData,35,0,35,0,23,0,4,4,0.00%,50,0,0,4,0,2,2,7,2
OpenMM::CpuGayBerneForce,508,53,411,45,56,3,7,19,0.11%,77,0,0,10,0,11,11,18,11
OpenMM::CpuGayBerneForce::ComputeTask,10,0,10,0,2,0,1,1,0.00%,0,1,1,3,0,3,2,2,2
OpenMM::CpuGBSAOBCForce,476,27,393,60,30,1,4,33,0.15%,81,0,0,9,0,12,12,19,12
OpenMM::CpuGBSAOBCForce::ComputeTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuIntegrateLangevinStepKernel,70,1,50,19,8,0,1,3,0.38%,60,2,1,14,0,15,5,6,5
OpenMM::CpuKernelFactory,30,0,30,0,26,0,12,12,0.00%,0,1,1,28,0,3,1,0,1
OpenMM::CpuLangevinDynamics,197,17,132,48,12,0,1,4,0.36%,59,2,1,4,0,34,11,9,11
OpenMM::CpuLangevinDynamics::Update1Task,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuLangevinDynamics::Update2Task,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuLangevinDynamics::Update3Task,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuNeighborList,574,44,492,40,22,1,3,13,0.08%,76,0,0,9,0,10,10,20,10
OpenMM::CpuNeighborList::ThreadTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuNeighborList::Voxels,351,24,303,25,45,1,9,47,0.08%,59,0,0,4,0,7,7,15,7
OpenMM::CpuNonbondedForce,596,72,385,138,27,1,5,23,0.36%,85,0,0,9,1,18,18,34,18
OpenMM::CpuNonbondedForce::ComputeDirectTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuNonbondedForceVec4,430,45,325,62,45,2,7,17,0.19%,0,1,1,6,0,26,8,0,8
OpenMM::CpuPlatform,150,0,143,7,7,0,1,3,0.05%,69,2,1,28,0,58,9,0,13
OpenMM::CpuPlatform::PlatformData,49,0,49,0,11,0,4,8,0.00%,63,0,0,8,0,4,4,11,4
OpenMM::CpuPmeKernelFactory,9,0,9,0,5,0,2,2,0.00%,0,1,1,6,0,3,1,0,1
OpenMM::CpuRandom,67,4,59,5,10,1,2,5,0.08%,56,0,0,3,0,5,5,5,5
OpenMM::CpuSETTLE,107,2,89,16,8,0,2,5,0.18%,41,1,1,5,0,9,6,2,6
OpenMM::CpuSETTLE::ApplyToPositionsTask,22,0,22,0,6,0,2,3,0.00%,0,1,1,2,0,3,2,6,2
OpenMM::CpuSETTLE::ApplyToVelocitiesTask,22,0,22,0,6,0,2,3,0.00%,0,1,1,2,0,3,2,6,2
OpenMM::CudaApplyAndersenThermostatKernel,59,2,45,12,9,0,1,3,0.27%,37,2,1,10,0,13,4,4,4
OpenMM::CudaApplyConstraintsKernel,52,0,35,17,6,0,1,3,0.49%,50,2,1,8,0,14,4,3,4
OpenMM::CudaApplyMonteCarloBarostatKernel,112,4,82,26,14,0,3,7,0.32%,44,2,1,9,0,15,5,8,5
OpenMM::CudaArray,150,0,97,53,6,0,2,3,0.55%,51,0,0,3,0,12,11,6,12
OpenMM::CudaBondedUtilities,225,5,179,41,17,0,4,17,0.23%,73,0,0,5,0,9,9,17,9
OpenMM::CudaCalcAmoebaAngleForceKernel,125,4,99,22,13,0,2,4,0.22%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaAngleForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaBondForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaBondForceKernel::ForceInfo,25,0,25,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel,314,17,260,37,19,0,2,12,0.14%,79,2,1,15,0,23,13,25,13
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel,125,4,99,22,12,0,2,4,0.22%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaMultipoleForceKernel,1640,87,1441,112,84,2,13,72,0.08%,81,2,1,24,0,33,17,104,17
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo,39,0,39,0,6,0,2,6,0.00%,19,1,1,2,0,10,5,1,5
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel,125,4,99,22,12,0,2,4,0.22%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaPiTorsionForceKernel,122,4,96,22,11,0,2,4,0.23%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo,29,0,29,0,6,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaStretchBendForceKernel,131,4,105,24,14,0,2,4,0.23%,40,2,1,13,0,15,5,5,5
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel,126,6,103,17,17,0,3,9,0.17%,50,2,1,14,0,13,4,7,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaVdwForceKernel,204,11,165,28,29,1,5,11,0.17%,31,2,1,13,0,15,5,12,5
OpenMM::CudaCalcAmoebaVdwForceKernel::ForceInfo,14,0,14,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel,126,9,91,26,15,1,1,3,0.29%,40,2,1,14,0,15,5,5,5
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcCMAPTorsionForceKernel,137,4,111,22,20,0,3,7,0.20%,47,2,1,14,0,15,5,8,5
OpenMM::CudaCalcCustomAngleForceKernel,160,8,128,24,24,0,5,11,0.19%,50,2,1,18,0,15,5,8,5
OpenMM::CudaCalcCustomBondForceKernel,160,8,128,24,24,0,5,11,0.19%,50,2,1,18,0,15,5,8,5
OpenMM::CudaCalcCustomCentroidBondForceKernel,460,23,405,34,82,2,13,46,0.08%,47,2,1,16,0,15,5,20,5
OpenMM::CudaCalcCustomCompoundBondForceKernel,327,15,284,28,58,1,9,31,0.10%,47,2,1,19,0,15,5,8,5
OpenMM::CudaCalcCustomExternalForceKernel,161,8,129,24,25,0,4,9,0.19%,50,2,1,18,0,15,5,8,5
OpenMM::CudaCalcCustomGBForceKernel,1025,28,958,39,195,3,42,150,0.04%,54,2,1,22,0,15,5,37,5
OpenMM::CudaCalcCustomHbondForceKernel,472,23,416,33,85,2,15,42,0.08%,40,2,1,17,0,15,5,19,5
OpenMM::CudaCalcCustomManyParticleForceKernel,689,47,595,47,127,5,23,78,0.08%,45,2,1,16,0,15,5,35,5
OpenMM::CudaCalcCustomNonbondedForceKernel,514,39,432,45,78,4,15,48,0.10%,47,2,1,23,0,16,6,16,6
OpenMM::CudaCalcCustomTorsionForceKernel,159,8,127,24,24,0,5,11,0.19%,52,2,1,18,0,15,5,8,5
OpenMM::CudaCalcDrudeForceKernel,164,6,134,24,26,0,5,11,0.18%,19,2,1,13,0,15,5,3,5
OpenMM::CudaCalcForcesAndEnergyKernel,79,0,51,28,10,0,3,7,0.55%,25,2,1,11,0,14,4,1,4
OpenMM::CudaCalcGayBerneForceKernel,432,23,376,33,60,2,10,20,0.09%,46,2,1,11,0,16,6,39,6
OpenMM::CudaCalcGayBerneForceKernel::ReorderListener,10,0,10,0,2,0,1,1,0.00%,0,1,1,1,0,4,2,1,2
OpenMM::CudaCalcGBSAOBCForceKernel,237,6,207,24,39,0,5,10,0.12%,52,2,1,14,0,15,5,17,5
OpenMM::CudaCalcHarmonicAngleForceKernel,94,5,67,22,12,0,2,4,0.33%,52,2,1,13,0,15,5,5,5
OpenMM::CudaCalcHarmonicBondForceKernel,93,4,67,22,12,0,2,4,0.33%,52,2,1,13,0,15,5,5,5
OpenMM::CudaCalcNonbondedForceKernel,732,46,634,54,92,4,18,59,0.09%,52,2,1,22,0,17,6,43,6
OpenMM::CudaCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,3,0,6,4,4,4
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,4,2,2,2
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,33,1,1,4,0,4,2,3,2
OpenMM::CudaCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPostComputation,23,0,23,0,7,0,2,3,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPreComputation,16,0,16,0,4,0,1,2,0.00%,0,1,1,1,0,4,2,4,2
OpenMM::CudaCalcPeriodicTorsionForceKernel,94,4,68,22,12,0,2,4,0.32%,52,2,1,13,0,15,5,5,5
OpenMM::CudaCalcRBTorsionForceKernel,105,5,78,22,14,0,2,4,0.28%,46,2,1,13,0,15,5,6,5
OpenMM::CudaCompilerKernel,16,0,9,7,2,0,1,1,0.78%,0,1,1,2,1,8,2,0,3
OpenMM::CudaCompilerKernelFactory,9,0,9,0,5,0,2,2,0.00%,0,1,1,6,0,3,1,0,1
OpenMM::CudaContext,1968,73,1487,383,15,0,4,51,0.26%,96,0,0,24,0,87,86,73,87
OpenMM::CudaContext::ForcePostComputation,12,0,6,6,2,0,1,1,1.00%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::ForcePreComputation,11,0,6,5,2,0,1,1,0.83%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,9,4,3,4
OpenMM::CudaContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::CudaContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,1,0,6,6,7,6
OpenMM::CudaDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,12,0,3,1,0,1
OpenMM::CudaExpressionUtilities,816,18,746,56,66,1,16,117,0.08%,83,0,0,21,0,12,12,5,12
OpenMM::CudaExpressionUtilities::FunctionPlaceholder,19,0,19,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CudaFFT3D,327,13,275,39,71,2,10,23,0.14%,48,0,0,5,0,4,3,18,4
OpenMM::CudaForceInfo,33,0,21,12,2,0,1,1,0.57%,0,0,0,1,31,5,5,0,5
OpenMM::CudaIntegrateBrownianStepKernel,89,8,59,22,12,0,2,6,0.37%,70,2,1,11,0,15,5,6,5
OpenMM::CudaIntegrateCustomStepKernel,1017,46,884,89,50,2,11,82,0.10%,80,2,1,26,0,30,16,58,16
OpenMM::CudaIntegrateCustomStepKernel::DerivFunction,20,0,20,0,2,0,1,1,0.00%,40,1,1,1,0,10,5,2,5
OpenMM::CudaIntegrateCustomStepKernel::GlobalTarget,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CudaIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,3,0,4,2,6,2
OpenMM::CudaIntegrateDrudeLangevinStepKernel,179,18,133,28,29,1,3,6,0.21%,42,2,1,13,0,15,5,7,5
OpenMM::CudaIntegrateDrudeSCFStepKernel,163,21,112,30,21,1,2,6,0.27%,52,2,1,15,0,16,6,7,6
OpenMM::CudaIntegrateLangevinStepKernel,111,9,79,23,16,1,2,5,0.29%,51,2,1,11,0,15,5,7,5
OpenMM::CudaIntegrateRPMDStepKernel,530,42,436,52,47,2,7,17,0.12%,67,2,1,16,0,23,10,19,10
OpenMM::CudaIntegrateVariableLangevinStepKernel,119,10,84,27,17,1,3,10,0.32%,64,2,1,11,0,15,5,9,5
OpenMM::CudaIntegrateVariableVerletStepKernel,103,10,68,27,14,1,2,8,0.40%,52,2,1,11,0,15,5,5,5
OpenMM::CudaIntegrateVerletStepKernel,75,8,45,22,9,0,1,2,0.49%,46,2,1,11,0,15,5,3,5
OpenMM::CudaIntegrationUtilities,941,52,798,93,45,2,9,86,0.12%,84,0,0,16,0,17,17,47,17
OpenMM::CudaKernelFactory,103,1,101,1,99,1,47,47,0.01%,0,1,1,82,0,3,1,0,1
OpenMM::CudaNonbondedUtilities,976,28,786,166,21,0,5,47,0.21%,89,0,0,9,0,33,33,49,33
OpenMM::CudaNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,0,0,18,9,1,9
OpenMM::CudaNonbondedUtilities::KernelSet,11,0,11,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,10,0
OpenMM::CudaNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,0,0,7,7,6,7
OpenMM::CudaParallelCalcCMAPTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel,241,8,198,36,18,0,6,11,0.18%,45,2,1,13,0,16,6,11,6
OpenMM::CudaParallelCalcForcesAndEnergyKernel::BeginComputationTask,29,1,27,1,8,0,2,4,0.04%,0,1,1,6,0,4,2,9,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel::FinishComputationTask,49,2,45,2,17,1,4,8,0.04%,0,1,1,7,0,4,2,12,2
OpenMM::CudaParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcNonbondedForceKernel,84,0,54,30,4,0,1,2,0.56%,41,2,1,10,0,17,6,2,6
OpenMM::CudaParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParameterSet,203,0,165,38,18,0,6,17,0.23%,45,0,0,4,0,8,8,6,8
OpenMM::CudaPlatform,324,3,276,32,10,0,1,12,0.12%,0,1,1,41,0,57,8,0,18
OpenMM::CudaPlatform::PlatformData,101,3,96,2,20,0,5,16,0.02%,70,0,0,7,0,4,4,15,4
OpenMM::CudaRemoveCMMotionKernel,50,0,39,11,7,0,1,3,0.28%,40,2,1,8,0,13,4,5,4
OpenMM::CudaRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,8,0,3,1,0,1
OpenMM::CudaRuntimeCompilerKernel,51,3,39,9,20,1,3,6,0.23%,0,2,1,4,0,10,2,0,2
OpenMM::CudaSort,173,15,113,45,35,3,6,8,0.40%,29,0,0,5,0,3,3,18,3
OpenMM::CudaSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,4,9,9,0,9
OpenMM::CudaUpdateStateDataKernel,412,7,331,74,20,0,4,10,0.22%,7,2,1,12,0,34,14,1,14
OpenMM::CudaUpdateStateDataKernel::GetPositionsTask,44,1,42,1,19,0,3,6,0.02%,0,1,1,4,0,3,2,3,2
OpenMM::CudaVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,5,0,12,3,1,3
OpenMM::CustomAngleForce,289,0,155,134,3,0,1,3,0.86%,82,1,1,5,0,33,24,6,24
OpenMM::CustomAngleForce::AngleInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomAngleForce::AngleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomAngleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomAngleForceImpl,80,1,77,2,7,0,1,6,0.03%,44,1,1,10,0,17,9,2,9
OpenMM::CustomAngleForceProxy,87,0,87,0,27,0,6,11,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::CustomBondForce,284,0,153,131,3,0,1,3,0.86%,82,1,1,5,0,33,24,6,24
OpenMM::CustomBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,16,0,0,1,0,2,2,3,2
OpenMM::CustomBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomBondForceImpl,85,2,81,2,7,0,1,5,0.02%,44,1,1,10,0,18,10,2,10
OpenMM::CustomBondForceProxy,87,0,87,0,27,0,6,11,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::CustomCentroidBondForce,434,0,237,197,4,0,1,3,0.83%,87,1,1,6,0,45,36,9,36
OpenMM::CustomCentroidBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCentroidBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomCentroidBondForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCentroidBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomCentroidBondForce::GroupInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCentroidBondForceImpl,272,13,230,29,15,0,3,11,0.13%,66,1,1,18,0,26,15,2,18
OpenMM::CustomCentroidBondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomCentroidBondForceProxy,145,1,143,1,46,0,10,18,0.01%,0,1,1,6,0,17,3,0,3
OpenMM::CustomCompoundBondForce,409,0,224,185,4,0,1,3,0.83%,86,1,1,7,0,44,35,8,35
OpenMM::CustomCompoundBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCompoundBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
