hash,time,message,buggy
ca4bbc1,2016-10-24 15:30:08,Handle singular matrix in DIIS,0
ff27012,2016-10-25 09:54:06,Merge pull request #1652 from peastman/singular,0
ba19d60,2016-10-28 12:29:08,Added error checking to axis particle indices,0
04b1a06,2016-10-28 14:44:26,Merge pull request #1655 from peastman/checkaxis,0
c300870,2016-11-07 15:53:38,Fixed bug in switching functions with CustomNonbondedForce,1
31c883b,2016-11-08 15:25:55,Merge pull request #1663 from peastman/customswitch,0
6129382,2016-11-09 12:30:22,Fixed error writing a DCD file for a very long trajectory,1
f968bf9,2016-11-09 13:42:36,Merge pull request #1664 from peastman/dcd,0
ff55a3a,2016-11-09 14:34:02,Added ignoreExternalBonds option to createSystem(),0
f3ce672,2016-11-09 15:22:53,Fixed failing test case,0
b465c98,2016-11-10 10:50:51,Merge pull request #1665 from peastman/external,0
7c7b945,2016-11-10 15:35:24,Created Bond class that can store bond type and order,0
311a2cf,2016-11-10 21:41:40,Add a test to make sure that the bond types are really singletons.,0
829792e,2016-11-10 21:57:53,- Add a class to make what are intended to be Singletons really Singletons - Make Python 2.7 a minimum requirement per pandegroup/openmm#1656 - Make the bond classes as well as other forcefield.py singletons inherit from   Singleton to make them pickleable - Make class Bond inherit from namedtuple instead of tuple,0
8f8dbd1,2016-11-11 06:57:50,Fix typo.,0
ba924c5,2016-11-11 10:58:23,Merge pull request #4 from swails/bond,0
ebb7a08,2016-11-11 15:06:47,Merge pull request #5 from swails/bond,0
42686c7,2016-11-11 16:22:48,More singletons,0
5c646b0,2016-11-14 13:31:49,Merge pull request #1668 from peastman/bond,0
8112523,2016-11-14 13:36:20,Merge pull request #1670 from jchodera/update-packaging-scripts,0
b9e2844,2016-11-14 14:12:59,Update build and packaging scripts.,0
0087dcb,2016-11-14 16:09:51,Build tests for packaging,0
308534a,2016-11-22 10:47:15,Fixed bug with ZBisect axis type in AmoebaMultipoleForce,1
e0ee4f0,2016-11-22 11:25:30,Merge pull request #1674 from peastman/zbisect,0
32b5568,2016-11-23 14:48:33,Minor change to avoid breaking PDBFixer,0
9f71760,2016-11-23 15:57:02,Merge pull request #1675 from peastman/defaultarg,0
a6fd874,2016-11-28 12:10:53,Fixed a bug in setting property by deprecated name,1
ff851ec,2016-11-28 13:05:22,Merge pull request #1678 from peastman/property,0
403e474,2016-11-29 16:18:37,Fixes to CustomIntegrator,0
bbd06b1,2016-11-29 20:22:34,Merge pull request #1679 from peastman/customintegrator,0
b7d91a8,2016-11-30 12:45:34,Disable fine-grained pair list,0
29b1d43,2016-11-30 13:37:41,Merge pull request #1680 from peastman/disablepairlist,0
37a87d8,2016-12-01 12:41:42,Langevin integrator supports setting friction to 0,0
ea3c474,2016-12-01 13:28:56,Fixed error compiling kernel,1
bb2d463,2016-12-01 14:43:27,Merge pull request #1681 from peastman/zerofriction,0
5e53567,2016-12-02 10:54:52,Fixed error building neighbor list with triclinic boxes,1
ea9714c,2016-12-02 13:18:47,CheckpointReporter does not create output file until first report,0
c232858,2016-12-02 14:37:09,CheckpointReporter does a safe save,0
0305b4b,2016-12-05 09:48:21,Merge pull request #1684 from peastman/checkpoint,0
0071c33,2016-12-06 09:43:57,Merge pull request #1682 from peastman/triclinicerror,0
4e6063d,2016-12-07 17:34:19,Initial scripts for automating Windows builds,0
03d8f66,2016-12-09 11:12:09,Fixes to Windows build files,0
e83a2f7,2016-12-12 16:19:04,Fixed a memory leak,0
5447bb7,2016-12-12 16:34:43,Hopefully fixed compilation error on Windows,1
877c2bf,2016-12-13 09:51:44,Merge pull request #1690 from peastman/leak,0
3660a63,2016-12-15 10:49:41,Use APP SDK for OpenCL,0
88b0a3e,2016-12-15 10:51:21,Merge pull request #1686 from peastman/windows,0
74dba05,2016-12-16 16:22:06,Fixed bug merging steps in CustomIntegrator,1
1e5b258,2016-12-16 20:28:50,Merge pull request #1692 from peastman/mergedsteps,0
12046dc,2016-12-20 12:10:00,Fixed bug in CustomIntegrator,1
228083e,2016-12-20 15:50:19,Merge pull request #1694 from peastman/storeposasdelta,0
69abec4,2016-12-23 16:46:29,Update packaging scripts for jchodera/omnia-build-box:cuda80-amd30 docker image,0
40cad32,2016-12-23 22:28:13,Update packaging scripts for clang linux builds,0
fade85c,2016-12-23 23:26:57,Update `osx` packaging scripts.,0
54b39e9,2016-12-24 14:34:25,Merge pull request #1697 from jchodera/update-packaging-scripts,0
3164ee1,2016-12-24 15:02:20,Update source build script,0
fb83a29,2016-12-24 15:07:25,Add documentation and remove gcc build scripts,0
4b2c3ed,2016-12-24 15:24:08,Update osx build script to return to initial directory after build,0
f8903a6,2016-12-24 17:08:20,Add back missing linux packaging scripts,0
c21e213,2016-12-24 17:24:03,Revert two files that were accidentally caught in PR.,0
e93e5ca,2017-01-03 12:52:29,Update travis s3 credentials,0
7c86e87,2017-01-04 14:28:42,Support copy() and deepcopy() for TabulatedFunctions,0
6745056,2017-01-04 15:36:46,Merge pull request #1708 from peastman/copyfunctions,0
8eedf2b,2017-01-05 13:02:05,Fixed deprecation warnings in Python API docs,0
a51caf7,2017-01-05 15:06:16,Merge pull request #1709 from peastman/deprecated,0
adb3cda,2017-01-05 17:34:20,Added more error checking to constraints,0
06c82bc,2017-01-06 10:19:44,Merge pull request #1711 from peastman/constraints,0
9b45e32,2017-01-09 10:41:56,Avoid adding hydrogens at same location,0
a55e1e4,2017-01-09 11:56:57,Merge pull request #1713 from peastman/hydrogens,0
cfa7ab8,2017-01-10 15:13:49,Fixed bug in building neighbor list,1
813f60f,2017-01-10 16:13:31,Merge pull request #1715 from peastman/nan,0
d4465cb,2017-01-11 09:02:49,Merge pull request #1704 from mpharrigan/travis-cred,0
5044c12,2017-01-11 10:51:33,Fix for errors on Pascal GPUs,1
606eacf,2017-01-11 12:32:13,Merge pull request #1717 from peastman/volatile,0
b3ce534,2017-01-12 09:48:38,Documentation updates for 7.1,0
9500f3a,2017-01-12 10:39:04,Merge pull request #1720 from peastman/docs,0
89a564f,2017-01-13 15:34:20,Fix handling of scientific notation in GROMACS top file for torsion field 7,0
c1dc7ba,2017-01-13 17:02:12,Merge pull request #1721 from davidlmobley/master,0
00d8068,2017-01-18 14:23:53,Minor improvements to Vagrant configuration,0
02e7a5d,2017-01-18 14:47:05,Merge pull request #1722 from peastman/vagrant,0
77fc4c1,2017-01-23 11:33:44,Fixed bug applying periodic boundary conditions to interaction groups,1
9567ddb,2017-01-23 12:16:48,Merge pull request #1726 from peastman/groupsperiodic,0
