function,cyclomatic,modified,strict,essential,nesting,path_count,path_c_log,bug
OpenMM::CudaCalcCustomTorsionForceKernel::initialize,9,9,9,1,2,73,2,0
OpenMM::CudaCalcCustomTorsionForceKernel::~CudaCalcCustomTorsionForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcDrudeForceKernel::copyParametersToContext,11,11,15,1,3,55,2,0
OpenMM::CudaCalcDrudeForceKernel::CudaCalcDrudeForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcDrudeForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcDrudeForceKernel::initialize,9,9,11,1,3,18,1,0
OpenMM::CudaCalcDrudeForceKernel::~CudaCalcDrudeForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcForcesAndEnergyKernel::beginComputation,3,3,3,1,1,4,1,0
OpenMM::CudaCalcForcesAndEnergyKernel::CudaCalcForcesAndEnergyKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcForcesAndEnergyKernel::finishComputation,7,7,7,1,3,20,1,0
OpenMM::CudaCalcForcesAndEnergyKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGBSAOBCForceKernel::copyParametersToContext,4,4,4,1,2,6,1,0
OpenMM::CudaCalcGBSAOBCForceKernel::CudaCalcGBSAOBCForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGBSAOBCForceKernel::execute,10,10,11,1,2,99,2,0
OpenMM::CudaCalcGBSAOBCForceKernel::initialize,5,5,6,1,2,12,1,0
OpenMM::CudaCalcGBSAOBCForceKernel::~CudaCalcGBSAOBCForceKernel,6,6,6,1,1,32,2,0
OpenMM::CudaCalcHarmonicAngleForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcHarmonicAngleForceKernel::CudaCalcHarmonicAngleForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicAngleForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicAngleForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::CudaCalcHarmonicAngleForceKernel::~CudaCalcHarmonicAngleForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcHarmonicBondForceKernel::CudaCalcHarmonicBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::~CudaCalcHarmonicBondForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcNonbondedForceKernel::copyParametersToContext,16,16,26,1,3,1728,3,0
OpenMM::CudaCalcNonbondedForceKernel::CudaCalcNonbondedForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::execute,9,9,13,1,2,68,2,0
OpenMM::CudaCalcNonbondedForceKernel::initialize,51,51,55,1,6,183657456,8,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::getPosq,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::PmeIO,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::setForce,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::~PmeIO,2,2,2,1,1,2,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation::computeForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation::PmePostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation::computeForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation::PmePreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getDataSize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getDataType,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getKeySize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getKeyType,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getMaxKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getMaxValue,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getMinKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getSortKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::~CudaCalcNonbondedForceKernel,14,14,14,1,1,8192,4,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::CudaCalcPeriodicTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::~CudaCalcPeriodicTorsionForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcRBTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcRBTorsionForceKernel::CudaCalcRBTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcRBTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcRBTorsionForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::CudaCalcRBTorsionForceKernel::~CudaCalcRBTorsionForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaContext::addAutoclearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addAutoclearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addForce,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addPostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addPreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addReorderListener,1,1,1,1,0,1,0,0
OpenMM::CudaContext::clearAutoclearBuffers,7,7,7,1,1,12,1,0
OpenMM::CudaContext::clearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::clearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::computeThreadBlockSize,4,4,5,1,1,6,1,0
OpenMM::CudaContext::createModule,1,1,1,1,0,1,0,0
OpenMM::CudaContext::createModule,19,19,20,3,3,10368,4,0
OpenMM::CudaContext::CudaContext,41,41,47,4,3,2433024,6,0
OpenMM::CudaContext::doubleToString,3,3,3,1,1,2,0,0
OpenMM::CudaContext::executeKernel,3,3,3,1,1,4,1,0
OpenMM::CudaContext::findMoleculeGroups,31,31,40,1,6,1023021,6,0
OpenMM::CudaContext::ForcePostComputation::~ForcePostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::ForcePreComputation::~ForcePreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getAtomIndex,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getAtomIndexArray,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getAtomsWereReordered,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getBondedUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getComputeCapability,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getComputeForceCount,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getContext,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getContextIndex,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getContextIsValid,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getDevice,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getDeviceIndex,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getEnergyBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getErrorString,44,2,44,1,1,44,2,0
OpenMM::CudaContext::getExpressionUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getForce,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getIntegrationUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getInvPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getInvPeriodicBoxSizePointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getKernel,2,2,2,1,1,2,0,0
OpenMM::CudaContext::getNonbondedUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getNumAtomBlocks,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getNumAtoms,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getNumThreadBlocks,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPaddedNumAtoms,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxSizePointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getPinnedBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPlatformData,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPosCellOffsets,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPosq,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPosqCorrection,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPostComputations,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPreComputations,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getReorderListeners,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getStepCount,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getStepsSinceReorder,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getTime,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getUseDoublePrecision,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getUseMixedPrecision,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getVelm,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getWorkThread,1,1,1,1,0,1,0,0
OpenMM::CudaContext::initialize,11,11,12,1,2,36,2,0
OpenMM::CudaContext::intToString,1,1,1,1,0,1,0,0
OpenMM::CudaContext::invalidateMolecules,18,18,25,3,5,451,3,0
OpenMM::CudaContext::reorderAtoms,4,4,7,1,1,4,1,0
OpenMM::CudaContext::reorderAtomsImpl,22,22,25,1,5,17328,4,0
OpenMM::CudaContext::ReorderListener::~ReorderListener,1,1,1,1,0,1,0,0
OpenMM::CudaContext::replaceStrings,4,4,4,1,3,3,0,0
OpenMM::CudaContext::setAsCurrent,2,2,2,1,1,2,0,0
OpenMM::CudaContext::setAtomsWereReordered,1,1,1,1,0,1,0,0
OpenMM::CudaContext::setComputeForceCount,1,1,1,1,0,1,0,0
OpenMM::CudaContext::setPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::CudaContext::setStepCount,1,1,1,1,0,1,0,0
OpenMM::CudaContext::setStepsSinceReorder,1,1,1,1,0,1,0,0
OpenMM::CudaContext::setTime,1,1,1,1,0,1,0,0
OpenMM::CudaContext::VirtualSiteInfo::areGroupsIdentical,5,5,5,5,2,5,1,0
OpenMM::CudaContext::VirtualSiteInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaContext::VirtualSiteInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaContext::VirtualSiteInfo::VirtualSiteInfo,7,7,7,1,3,10,1,0
OpenMM::CudaContext::WorkTask::~WorkTask,1,1,1,1,0,1,0,0
OpenMM::CudaContext::WorkThread::addTask,1,1,1,1,0,1,0,0
OpenMM::CudaContext::WorkThread::flush,2,2,2,1,1,2,0,0
OpenMM::CudaContext::WorkThread::isFinished,1,1,1,1,0,1,0,0
OpenMM::CudaContext::WorkThread::isWaiting,1,1,1,1,0,1,0,0
OpenMM::CudaContext::WorkThread::ThreadData::ThreadData,1,1,1,1,0,1,0,0
OpenMM::CudaContext::WorkThread::WorkThread,1,1,1,1,0,1,0,0
OpenMM::CudaContext::WorkThread::~WorkThread,1,1,1,1,0,1,0,0
OpenMM::CudaContext::~CudaContext,18,18,18,1,2,98304,5,0
OpenMM::CudaDrudeKernelFactory::createKernelImpl,4,4,4,4,1,4,1,0
OpenMM::CudaExpressionUtilities::computeFunctionCoefficients,3,3,3,1,1,4,1,0
OpenMM::CudaExpressionUtilities::createExpressions,2,2,2,1,1,2,0,0
OpenMM::CudaExpressionUtilities::createExpressions,3,3,3,1,1,4,1,0
OpenMM::CudaExpressionUtilities::CudaExpressionUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaExpressionUtilities::findRelatedPowers,6,6,7,5,2,6,1,0
OpenMM::CudaExpressionUtilities::findRelatedTabulatedFunctions,4,4,5,1,2,4,1,0
OpenMM::CudaExpressionUtilities::FunctionPlaceholder::clone,1,1,1,1,0,1,0,0
OpenMM::CudaExpressionUtilities::FunctionPlaceholder::evaluate,1,1,1,1,0,1,0,0
OpenMM::CudaExpressionUtilities::FunctionPlaceholder::evaluateDerivative,1,1,1,1,0,1,0,0
OpenMM::CudaExpressionUtilities::FunctionPlaceholder::getNumArguments,1,1,1,1,0,1,0,0
OpenMM::CudaExpressionUtilities::getTempName,3,3,3,3,2,3,0,0
OpenMM::CudaExpressionUtilities::processExpression,65,29,68,40,6,2337,3,0
OpenMM::CudaForceInfo::areGroupsIdentical,1,1,1,1,0,1,0,0
OpenMM::CudaForceInfo::areParticlesIdentical,1,1,1,1,0,1,0,0
OpenMM::CudaForceInfo::CudaForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateBrownianStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateBrownianStepKernel::CudaIntegrateBrownianStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateBrownianStepKernel::execute,6,6,7,1,0,1,0,0
OpenMM::CudaIntegrateBrownianStepKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateBrownianStepKernel::~CudaIntegrateBrownianStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateCustomStepKernel::computeKineticEnergy,6,6,8,1,2,10,1,0
OpenMM::CudaIntegrateCustomStepKernel::createGlobalComputation,9,9,9,1,3,80,2,0
OpenMM::CudaIntegrateCustomStepKernel::createPerDofComputation,11,11,11,1,3,192,2,0
OpenMM::CudaIntegrateCustomStepKernel::CudaIntegrateCustomStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateCustomStepKernel::execute,23,23,30,6,4,7166,4,0
OpenMM::CudaIntegrateCustomStepKernel::getGlobalVariables,4,4,5,1,2,4,1,0
OpenMM::CudaIntegrateCustomStepKernel::getPerDofVariable,8,8,9,1,3,12,1,0
OpenMM::CudaIntegrateCustomStepKernel::initialize,2,2,4,1,0,1,0,0
OpenMM::CudaIntegrateCustomStepKernel::prepareForComputation,77,77,97,4,6,999999999,15,0
OpenMM::CudaIntegrateCustomStepKernel::recordChangedParameters,7,7,8,1,3,7,1,0
OpenMM::CudaIntegrateCustomStepKernel::ReorderListener::execute,10,10,11,1,2,33,2,0
OpenMM::CudaIntegrateCustomStepKernel::ReorderListener::ReorderListener,2,2,2,1,1,2,0,0
OpenMM::CudaIntegrateCustomStepKernel::setGlobalVariables,4,4,5,1,2,4,1,0
OpenMM::CudaIntegrateCustomStepKernel::setPerDofVariable,8,8,9,1,3,12,1,0
OpenMM::CudaIntegrateCustomStepKernel::~CudaIntegrateCustomStepKernel,10,10,10,1,1,512,3,0
OpenMM::CudaIntegrateDrudeLangevinStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateDrudeLangevinStepKernel::CudaIntegrateDrudeLangevinStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateDrudeLangevinStepKernel::execute,5,5,7,1,2,6,1,0
OpenMM::CudaIntegrateDrudeLangevinStepKernel::initialize,5,5,5,1,1,16,1,0
OpenMM::CudaIntegrateDrudeLangevinStepKernel::~CudaIntegrateDrudeLangevinStepKernel,3,3,3,1,1,4,1,0
OpenMM::CudaIntegrateDrudeSCFStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateDrudeSCFStepKernel::CudaIntegrateDrudeSCFStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateDrudeSCFStepKernel::execute,4,4,5,1,2,3,0,0
OpenMM::CudaIntegrateDrudeSCFStepKernel::initialize,3,3,3,1,1,4,1,0
OpenMM::CudaIntegrateDrudeSCFStepKernel::minimize,6,6,6,1,2,8,1,0
OpenMM::CudaIntegrateDrudeSCFStepKernel::~CudaIntegrateDrudeSCFStepKernel,2,2,2,1,1,2,0,0
OpenMM::CudaIntegrateLangevinStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateLangevinStepKernel::CudaIntegrateLangevinStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateLangevinStepKernel::execute,5,5,8,1,2,3,0,0
OpenMM::CudaIntegrateLangevinStepKernel::initialize,2,2,3,1,0,1,0,0
OpenMM::CudaIntegrateLangevinStepKernel::~CudaIntegrateLangevinStepKernel,2,2,2,1,1,2,0,0
OpenMM::CudaIntegrateRPMDStepKernel::computeForces,6,6,8,1,2,18,1,0
OpenMM::CudaIntegrateRPMDStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateRPMDStepKernel::copyToContext,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateRPMDStepKernel::createFFT,14,14,14,1,2,52,2,0
OpenMM::CudaIntegrateRPMDStepKernel::CudaIntegrateRPMDStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateRPMDStepKernel::execute,8,8,10,1,1,16,1,0
OpenMM::CudaIntegrateRPMDStepKernel::initialize,17,17,20,1,4,2112,3,0
OpenMM::CudaIntegrateRPMDStepKernel::setPositions,10,10,10,1,2,96,2,0
OpenMM::CudaIntegrateRPMDStepKernel::setVelocities,7,7,8,1,2,32,2,0
OpenMM::CudaIntegrateRPMDStepKernel::~CudaIntegrateRPMDStepKernel,6,6,6,1,1,32,2,0
OpenMM::CudaIntegrateVariableLangevinStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVariableLangevinStepKernel::CudaIntegrateVariableLangevinStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVariableLangevinStepKernel::execute,11,11,12,1,2,4,1,0
OpenMM::CudaIntegrateVariableLangevinStepKernel::initialize,2,2,3,1,0,1,0,0
OpenMM::CudaIntegrateVariableLangevinStepKernel::~CudaIntegrateVariableLangevinStepKernel,2,2,2,1,1,2,0,0
OpenMM::CudaIntegrateVariableVerletStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVariableVerletStepKernel::CudaIntegrateVariableVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVariableVerletStepKernel::execute,8,8,9,1,2,4,1,0
OpenMM::CudaIntegrateVariableVerletStepKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVariableVerletStepKernel::~CudaIntegrateVariableVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVerletStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVerletStepKernel::CudaIntegrateVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVerletStepKernel::execute,4,4,5,1,2,3,0,0
OpenMM::CudaIntegrateVerletStepKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrateVerletStepKernel::~CudaIntegrateVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::applyConstraints,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::applyConstraints,16,16,17,5,4,136,2,0
OpenMM::CudaIntegrationUtilities::applyVelocityConstraints,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::computeKineticEnergy,9,9,10,1,3,24,1,0
OpenMM::CudaIntegrationUtilities::computeVirtualSites,3,3,3,1,1,2,0,0
OpenMM::CudaIntegrationUtilities::ConstraintOrderer::ConstraintOrderer,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::ConstraintOrderer::operator(),2,2,2,1,1,2,0,0
OpenMM::CudaIntegrationUtilities::createCheckpoint,2,2,2,1,1,2,0,0
OpenMM::CudaIntegrationUtilities::CudaIntegrationUtilities,101,101,120,19,6,999999999,20,0
OpenMM::CudaIntegrationUtilities::distributeForcesFromVirtualSites,3,3,3,1,1,2,0,0
OpenMM::CudaIntegrationUtilities::getPosDelta,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::getRandom,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::getStepSize,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::initRandomNumberGenerator,4,4,4,1,2,4,1,0
OpenMM::CudaIntegrationUtilities::loadCheckpoint,2,2,2,1,1,2,0,0
OpenMM::CudaIntegrationUtilities::prepareRandomNumbers,3,3,3,1,1,3,0,0
OpenMM::CudaIntegrationUtilities::ShakeCluster::addAtom,2,2,6,1,1,2,0,0
OpenMM::CudaIntegrationUtilities::ShakeCluster::markInvalid,3,3,4,1,2,3,0,0
OpenMM::CudaIntegrationUtilities::ShakeCluster::ShakeCluster,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::ShakeCluster::ShakeCluster,1,1,1,1,0,1,0,0
OpenMM::CudaIntegrationUtilities::~CudaIntegrationUtilities,26,26,26,1,1,33554432,8,0
OpenMM::CudaKernelFactory::createKernelImpl,44,44,44,44,2,72,2,0
OpenMM::CudaNonbondedUtilities::addArgument,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::addInteraction,8,8,8,1,2,68,2,0
OpenMM::CudaNonbondedUtilities::addParameter,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::BlockSortTrait,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getDataSize,2,2,2,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getDataType,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getKeySize,2,2,2,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getKeyType,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getMaxKey,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getMaxValue,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getMinKey,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::BlockSortTrait::getSortKey,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::computeInteractions,3,3,3,1,2,3,0,0
OpenMM::CudaNonbondedUtilities::createInteractionKernel,41,41,43,1,5,258048000,8,0
OpenMM::CudaNonbondedUtilities::CudaNonbondedUtilities,3,3,3,1,1,2,0,0
OpenMM::CudaNonbondedUtilities::getBlockBoundingBoxes,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getBlockCenters,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getCutoffDistance,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getExclusionIndices,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getExclusionRowIndices,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getExclusions,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getExclusionTiles,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getForceGroup,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getForceThreadBlockSize,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getHasInteractions,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getInteractingAtoms,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getInteractingTiles,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getInteractionCount,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getNumEnergyBuffers,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getNumForceThreadBlocks,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getNumTiles,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getStartTileIndex,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getUseCutoff,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::getUsePeriodic,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::initialize,24,24,24,1,3,77760,5,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::getComponentType,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::getMemory,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::getName,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::getNumComponents,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::getSize,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::getType,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::ParameterInfo::ParameterInfo,2,2,2,1,1,2,0,0
OpenMM::CudaNonbondedUtilities::prepareInteractions,4,4,6,1,2,4,1,0
OpenMM::CudaNonbondedUtilities::requestExclusions,7,7,8,1,4,15,1,0
OpenMM::CudaNonbondedUtilities::setAtomBlockRange,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::setUsePadding,1,1,1,1,0,1,0,0
OpenMM::CudaNonbondedUtilities::updateNeighborListSize,7,7,7,3,1,18,1,0
OpenMM::CudaNonbondedUtilities::~CudaNonbondedUtilities,16,16,16,1,1,32768,5,0
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::CudaParallelCalcCMAPTorsionForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::execute,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::getKernel,1,1,1,1,0,1,0,0
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::initialize,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::Task::execute,1,1,1,1,0,1,0,0
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::Task::Task,1,1,1,1,0,1,0,0
OpenMM::CudaParallelCalcCustomAngleForceKernel::copyParametersToContext,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCustomAngleForceKernel::CudaParallelCalcCustomAngleForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCustomAngleForceKernel::execute,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCustomAngleForceKernel::getKernel,1,1,1,1,0,1,0,0
OpenMM::CudaParallelCalcCustomAngleForceKernel::initialize,2,2,2,1,1,2,0,0
OpenMM::CudaParallelCalcCustomAngleForceKernel::Task::execute,1,1,1,1,0,1,0,0
