Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::CpuCustomManyParticleForce::AngleTermInfo,15,0,15,0,6,0,1,1,0.00%,50,0,0,4,0,2,2,10,2
OpenMM::CpuCustomManyParticleForce::DihedralTermInfo,16,0,16,0,8,0,1,1,0.00%,50,0,0,4,0,2,2,10,2
OpenMM::CpuCustomManyParticleForce::DistanceTermInfo,14,0,14,0,5,0,1,1,0.00%,50,0,0,4,0,2,2,7,2
OpenMM::CpuCustomManyParticleForce::ParticleTermInfo,11,0,11,0,4,0,1,1,0.00%,50,0,0,3,0,2,2,5,2
OpenMM::CpuCustomManyParticleForce::ThreadData,88,3,81,4,32,0,7,10,0.05%,66,0,0,10,0,3,3,16,3
OpenMM::CpuCustomNonbondedForce,397,36,273,90,22,1,4,20,0.33%,81,0,0,11,0,13,13,26,13
OpenMM::CpuCustomNonbondedForce::ThreadData,35,0,35,0,23,0,4,4,0.00%,50,0,0,3,0,2,2,7,2
OpenMM::CpuGayBerneForce,496,53,399,45,56,3,7,19,0.11%,77,0,0,10,0,11,11,18,11
OpenMM::CpuGBSAOBCForce,465,27,382,60,30,1,4,33,0.16%,81,0,0,9,0,12,12,19,12
OpenMM::CpuIntegrateLangevinStepKernel,70,1,50,19,8,0,1,3,0.38%,60,2,1,14,0,15,5,6,5
OpenMM::CpuKernelFactory,30,0,30,0,26,0,12,12,0.00%,0,1,1,28,0,3,1,0,1
OpenMM::CpuLangevinDynamics,163,17,98,48,11,0,1,4,0.49%,59,2,1,4,0,34,11,9,11
OpenMM::CpuNeighborList,563,44,481,40,22,1,3,13,0.08%,76,0,0,8,0,10,10,20,10
OpenMM::CpuNeighborList::Voxels,351,24,303,25,45,1,9,47,0.08%,59,0,0,4,0,7,7,15,7
OpenMM::CpuNonbondedForce,718,81,473,163,26,1,4,27,0.34%,87,0,0,9,1,22,22,45,22
OpenMM::CpuNonbondedForceVec4,479,46,363,72,40,2,6,17,0.20%,0,1,1,6,0,32,10,0,10
OpenMM::CpuPlatform,166,0,154,12,7,0,1,4,0.08%,71,2,1,28,0,60,9,0,14
OpenMM::CpuPlatform::PlatformData,50,0,50,0,11,0,4,8,0.00%,64,0,0,8,0,4,4,12,4
OpenMM::CpuPmeKernelFactory,11,0,11,0,7,0,3,3,0.00%,0,1,1,8,0,3,1,0,1
OpenMM::CpuRandom,67,4,59,5,10,1,2,5,0.08%,60,0,0,3,0,5,5,5,5
OpenMM::CpuSETTLE,77,2,59,16,12,0,2,5,0.27%,50,1,1,5,0,9,6,2,6
OpenMM::CudaApplyAndersenThermostatKernel,59,2,45,12,9,0,1,3,0.27%,37,2,1,10,0,13,4,4,4
OpenMM::CudaApplyConstraintsKernel,52,0,35,17,6,0,1,3,0.49%,50,2,1,8,0,14,4,3,4
OpenMM::CudaApplyMonteCarloBarostatKernel,128,4,98,26,17,0,4,8,0.27%,40,2,1,9,0,15,5,9,5
OpenMM::CudaArray,150,0,97,53,6,0,2,3,0.55%,51,0,0,3,0,12,11,6,12
OpenMM::CudaBondedUtilities,225,5,179,41,17,0,4,17,0.23%,73,0,0,5,0,9,9,17,9
OpenMM::CudaCalcAmoebaAngleForceKernel,125,4,99,22,13,0,2,4,0.22%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaAngleForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaBondForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaBondForceKernel::ForceInfo,25,0,25,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel,314,17,260,37,19,0,2,12,0.14%,79,2,1,15,0,23,13,25,13
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel,125,4,99,22,12,0,2,4,0.22%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaMultipoleForceKernel,1641,87,1442,112,84,2,13,72,0.08%,81,2,1,23,0,33,17,104,17
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo,39,0,39,0,6,0,2,6,0.00%,19,1,1,2,0,10,5,1,5
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel,125,4,99,22,12,0,2,4,0.22%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaPiTorsionForceKernel,122,4,96,22,11,0,2,4,0.23%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo,29,0,29,0,6,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaStretchBendForceKernel,131,4,105,24,14,0,2,4,0.23%,40,2,1,13,0,15,5,5,5
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel,126,6,103,17,17,0,3,9,0.17%,50,2,1,13,0,13,4,7,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcAmoebaVdwForceKernel,204,11,165,28,29,1,5,11,0.17%,31,2,1,13,0,15,5,12,5
OpenMM::CudaCalcAmoebaVdwForceKernel::ForceInfo,14,0,14,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel,126,9,91,26,15,1,1,3,0.29%,40,2,1,14,0,15,5,5,5
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcCMAPTorsionForceKernel,169,4,143,22,20,0,3,7,0.15%,51,2,1,14,0,15,5,9,5
OpenMM::CudaCalcCMAPTorsionForceKernel::ForceInfo,29,0,29,0,6,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcCustomAngleForceKernel,192,8,160,24,25,0,5,11,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::CudaCalcCustomAngleForceKernel::ForceInfo,29,0,29,0,6,0,1,3,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcCustomBondForceKernel,191,8,159,24,25,0,5,11,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::CudaCalcCustomBondForceKernel::ForceInfo,28,0,28,0,5,0,1,3,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcCustomCentroidBondForceKernel,511,23,456,34,84,2,13,46,0.07%,49,2,1,15,0,15,5,21,5
OpenMM::CudaCalcCustomCentroidBondForceKernel::ForceInfo,42,0,42,0,9,0,2,7,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcCustomCompoundBondForceKernel,360,15,317,28,59,1,9,31,0.09%,53,2,1,18,0,15,5,9,5
OpenMM::CudaCalcCustomCompoundBondForceKernel::ForceInfo,24,0,24,0,4,0,1,3,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcCustomCVForceKernel,209,18,160,31,30,1,5,10,0.19%,51,2,1,14,0,15,5,14,5
OpenMM::CudaCalcCustomCVForceKernel::ReorderListener,15,0,15,0,4,0,1,2,0.00%,0,1,1,3,0,4,2,2,2
OpenMM::CudaCalcCustomExternalForceKernel,195,8,163,24,25,0,4,9,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::CudaCalcCustomExternalForceKernel::ForceInfo,31,0,31,0,12,0,3,5,0.00%,0,1,1,2,0,7,2,2,2
OpenMM::CudaCalcCustomGBForceKernel,1058,28,991,39,195,3,42,150,0.04%,58,2,1,22,0,15,5,38,5
OpenMM::CudaCalcCustomGBForceKernel::ForceInfo,30,0,30,0,5,0,1,3,0.00%,19,1,1,2,0,10,5,1,5
OpenMM::CudaCalcCustomHbondForceKernel,548,23,492,33,85,2,15,42,0.07%,46,2,1,16,0,15,5,20,5
OpenMM::CudaCalcCustomHbondForceKernel::ForceInfo,75,0,75,0,14,0,3,11,0.00%,19,1,1,2,0,10,5,1,5
OpenMM::CudaCalcCustomManyParticleForceKernel,728,47,634,47,128,5,23,78,0.07%,48,2,1,15,0,15,5,36,5
OpenMM::CudaCalcCustomManyParticleForceKernel::ForceInfo,32,0,32,0,5,0,1,4,0.00%,19,1,1,2,0,10,5,1,5
OpenMM::CudaCalcCustomNonbondedForceKernel,578,39,496,45,81,4,16,52,0.09%,53,2,1,23,0,16,6,18,6
OpenMM::CudaCalcCustomNonbondedForceKernel::ForceInfo,44,0,44,0,7,0,2,5,0.00%,40,1,1,2,0,10,5,2,5
OpenMM::CudaCalcCustomTorsionForceKernel,192,8,160,24,24,0,5,11,0.15%,55,2,1,18,0,15,5,9,5
OpenMM::CudaCalcCustomTorsionForceKernel::ForceInfo,30,0,30,0,6,0,1,3,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcDrudeForceKernel,164,6,134,24,26,0,5,11,0.18%,19,2,1,13,0,15,5,3,5
OpenMM::CudaCalcForcesAndEnergyKernel,66,0,38,28,7,0,2,4,0.74%,25,2,1,8,0,14,4,1,4
OpenMM::CudaCalcGayBerneForceKernel,486,23,430,33,60,2,10,20,0.08%,47,2,1,11,0,16,6,40,6
OpenMM::CudaCalcGayBerneForceKernel::ForceInfo,51,0,51,0,9,0,1,4,0.00%,0,1,1,2,0,10,5,1,5
OpenMM::CudaCalcGayBerneForceKernel::ReorderListener,10,0,10,0,2,0,1,1,0.00%,0,1,1,1,0,4,2,1,2
OpenMM::CudaCalcGBSAOBCForceKernel,247,6,217,24,38,0,5,10,0.11%,54,2,1,14,0,15,5,18,5
OpenMM::CudaCalcGBSAOBCForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,7,2,1,2
OpenMM::CudaCalcHarmonicAngleForceKernel,123,5,96,22,12,0,2,4,0.23%,56,2,1,13,0,15,5,6,5
OpenMM::CudaCalcHarmonicAngleForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcHarmonicBondForceKernel,121,4,95,22,12,0,2,4,0.23%,56,2,1,13,0,15,5,6,5
OpenMM::CudaCalcHarmonicBondForceKernel::ForceInfo,25,0,25,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcNonbondedForceKernel,964,56,845,65,104,3,20,75,0.08%,59,2,1,22,0,19,7,60,7
OpenMM::CudaCalcNonbondedForceKernel::ForceInfo,31,0,31,0,5,0,1,1,0.00%,0,1,1,2,0,10,5,1,5
OpenMM::CudaCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,3,0,6,4,4,4
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,4,2,2,2
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,33,1,1,4,0,4,2,3,2
OpenMM::CudaCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPostComputation,23,0,23,0,7,0,2,3,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPreComputation,16,0,16,0,4,0,1,2,0.00%,0,1,1,1,0,4,2,4,2
OpenMM::CudaCalcPeriodicTorsionForceKernel,124,4,98,22,12,0,2,4,0.22%,56,2,1,13,0,15,5,6,5
OpenMM::CudaCalcPeriodicTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCalcRBTorsionForceKernel,135,5,108,22,14,0,2,4,0.20%,51,2,1,13,0,15,5,7,5
OpenMM::CudaCalcRBTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,9,4,1,4
OpenMM::CudaCompilerKernel,16,0,9,7,2,0,1,1,0.78%,0,1,1,2,1,8,2,0,3
OpenMM::CudaCompilerKernelFactory,9,0,9,0,5,0,2,2,0.00%,0,1,1,6,0,3,1,0,1
OpenMM::CudaContext,2061,73,1569,394,16,0,4,51,0.25%,96,0,0,23,0,90,89,78,90
OpenMM::CudaContext::ForcePostComputation,12,0,6,6,2,0,1,1,1.00%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::ForcePreComputation,11,0,6,5,2,0,1,1,0.83%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,3,2,2,0,2
OpenMM::CudaContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,9,4,3,4
OpenMM::CudaContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::CudaContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,1,0,6,6,7,6
OpenMM::CudaDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,12,0,3,1,0,1
OpenMM::CudaExpressionUtilities,816,18,746,56,66,1,16,117,0.08%,83,0,0,21,0,12,12,5,12
OpenMM::CudaExpressionUtilities::FunctionPlaceholder,19,0,19,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CudaFFT3D,327,13,275,39,71,2,10,23,0.14%,48,0,0,5,0,4,3,18,4
OpenMM::CudaForceInfo,33,0,21,12,2,0,1,1,0.57%,0,0,0,1,31,5,5,0,5
OpenMM::CudaIntegrateBrownianStepKernel,89,8,59,22,12,0,2,6,0.37%,70,2,1,11,0,15,5,6,5
OpenMM::CudaIntegrateCustomStepKernel,1074,50,935,91,53,2,12,89,0.10%,81,2,1,26,0,30,16,61,16
OpenMM::CudaIntegrateCustomStepKernel::DerivFunction,20,0,20,0,2,0,1,1,0.00%,40,1,1,1,0,10,5,2,5
OpenMM::CudaIntegrateCustomStepKernel::GlobalTarget,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CudaIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,3,0,4,2,6,2
OpenMM::CudaIntegrateDrudeLangevinStepKernel,179,18,133,28,29,1,3,6,0.21%,42,2,1,13,0,15,5,7,5
OpenMM::CudaIntegrateDrudeSCFStepKernel,163,21,112,30,21,1,2,6,0.27%,52,2,1,16,0,16,6,7,6
OpenMM::CudaIntegrateLangevinStepKernel,111,9,79,23,16,1,2,5,0.29%,51,2,1,11,0,15,5,7,5
OpenMM::CudaIntegrateRPMDStepKernel,530,42,436,52,47,2,7,17,0.12%,67,2,1,17,0,23,10,19,10
OpenMM::CudaIntegrateVariableLangevinStepKernel,119,10,84,27,17,1,3,10,0.32%,64,2,1,11,0,15,5,9,5
OpenMM::CudaIntegrateVariableVerletStepKernel,103,10,68,27,14,1,2,8,0.40%,52,2,1,11,0,15,5,5,5
OpenMM::CudaIntegrateVerletStepKernel,75,8,45,22,9,0,1,2,0.49%,46,2,1,11,0,15,5,3,5
OpenMM::CudaIntegrationUtilities,970,52,827,93,47,2,10,88,0.11%,84,0,0,16,0,17,17,50,17
OpenMM::CudaKernelFactory,105,1,103,1,101,1,48,48,0.01%,0,1,1,84,0,3,1,0,1
OpenMM::CudaNonbondedUtilities,976,28,786,166,21,0,5,47,0.21%,89,0,0,9,0,33,33,49,33
OpenMM::CudaNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,0,0,18,9,1,9
OpenMM::CudaNonbondedUtilities::KernelSet,11,0,11,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,10,0
OpenMM::CudaNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,0,0,7,7,6,7
OpenMM::CudaParallelCalcCMAPTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel,241,8,198,36,18,0,6,11,0.18%,45,2,1,13,0,16,6,11,6
OpenMM::CudaParallelCalcForcesAndEnergyKernel::BeginComputationTask,29,1,27,1,8,0,2,4,0.04%,0,1,1,6,0,4,2,9,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel::FinishComputationTask,49,2,45,2,17,1,4,8,0.04%,0,1,1,7,0,4,2,12,2
OpenMM::CudaParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcNonbondedForceKernel,96,0,58,38,4,0,1,2,0.66%,42,2,1,10,0,19,7,2,7
OpenMM::CudaParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParameterSet,203,0,165,38,18,0,6,17,0.23%,45,0,0,4,0,8,8,6,8
OpenMM::CudaPlatform,348,4,299,32,10,0,1,12,0.11%,0,1,1,42,0,59,9,0,19
OpenMM::CudaPlatform::PlatformData,108,4,102,2,22,0,6,19,0.02%,70,0,0,7,0,4,4,15,4
OpenMM::CudaRemoveCMMotionKernel,50,0,39,11,7,0,1,3,0.28%,40,2,1,8,0,13,4,5,4
OpenMM::CudaRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,8,0,3,1,0,1
OpenMM::CudaRuntimeCompilerKernel,51,3,39,9,20,1,3,6,0.23%,0,2,1,4,0,10,2,0,2
OpenMM::CudaSort,173,15,113,45,35,3,6,8,0.40%,29,0,0,5,0,3,3,18,3
OpenMM::CudaSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,4,9,9,0,9
OpenMM::CudaUpdateStateDataKernel,400,7,319,74,22,0,4,10,0.23%,7,2,1,12,0,34,14,1,14
OpenMM::CudaVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,5,0,12,3,1,3
OpenMM::CustomAngleForce,291,0,155,136,3,0,1,3,0.88%,82,1,1,5,0,33,24,6,24
OpenMM::CustomAngleForce::AngleInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomAngleForce::AngleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomAngleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomAngleForceImpl,80,1,77,2,7,0,1,6,0.03%,44,1,1,10,0,19,9,2,9
OpenMM::CustomAngleForceProxy,80,0,80,0,24,0,6,11,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomBondForce,286,0,153,133,3,0,1,3,0.87%,82,1,1,5,0,33,24,6,24
OpenMM::CustomBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,16,0,0,1,0,2,2,3,2
OpenMM::CustomBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomBondForceImpl,85,2,81,2,7,0,1,5,0.02%,44,1,1,10,0,20,10,2,10
OpenMM::CustomBondForceProxy,80,0,80,0,24,0,6,11,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomCentroidBondForce,436,0,237,199,4,0,1,3,0.84%,87,1,1,6,0,45,36,9,36
OpenMM::CustomCentroidBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCentroidBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomCentroidBondForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCentroidBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomCentroidBondForce::GroupInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCentroidBondForceImpl,272,13,230,29,15,0,3,11,0.13%,66,1,1,18,0,28,15,2,18
OpenMM::CustomCentroidBondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomCentroidBondForceProxy,136,1,134,1,43,0,10,18,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomCompoundBondForce,411,0,224,187,4,0,1,3,0.83%,86,1,1,7,0,44,35,8,35
OpenMM::CustomCompoundBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCompoundBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomCompoundBondForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCompoundBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomCompoundBondForceImpl,188,9,159,20,12,0,2,11,0.13%,54,1,1,17,0,21,9,2,11
OpenMM::CustomCompoundBondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomCompoundBondForceProxy,112,1,110,1,35,0,8,15,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomCVForce,325,0,170,155,3,0,1,3,0.91%,85,1,1,6,0,41,32,5,32
OpenMM::CustomCVForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCVForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomCVForce::VariableInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCVForceImpl,87,5,78,4,7,0,1,4,0.05%,61,1,1,15,0,21,11,5,11
OpenMM::CustomCVForceProxy,60,0,60,0,18,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomExternalForce,236,0,127,109,3,0,1,2,0.86%,77,1,1,4,0,29,20,4,20
OpenMM::CustomExternalForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomExternalForce::ParticleInfo,9,0,9,0,2,0,1,1,0.00%,25,0,0,1,0,2,2,2,2
OpenMM::CustomExternalForce::ParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomExternalForceImpl,69,2,65,2,6,0,1,4,0.03%,44,1,1,10,0,19,9,2,9
OpenMM::CustomExternalForceProxy,67,0,67,0,20,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomGBForce,654,0,315,339,4,0,1,3,1.08%,90,1,1,7,0,56,47,10,47
OpenMM::CustomGBForce::ComputationInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,3,2
OpenMM::CustomGBForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomGBForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomGBForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomGBForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomGBForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomGBForceImpl,98,2,94,2,9,0,2,10,0.02%,44,1,1,11,0,19,9,2,9
