Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::Continuous3DFunction,133,0,73,60,15,0,3,6,0.82%,42,1,1,2,0,9,7,10,7
OpenMM::Continuous3DFunctionProxy,39,0,39,0,11,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::CpuBondForce,201,26,149,27,26,3,5,17,0.18%,70,0,0,5,0,10,10,6,10
OpenMM::CpuBondForce::ComputeForceTask,18,0,18,0,4,0,1,2,0.00%,0,1,1,3,0,3,2,7,2
OpenMM::CpuCalcCustomGBForceKernel,201,14,160,27,32,1,7,21,0.17%,58,2,1,14,0,15,5,14,5
OpenMM::CpuCalcCustomManyParticleForceKernel,100,4,74,22,13,0,3,5,0.30%,42,2,1,9,0,15,5,7,5
OpenMM::CpuCalcCustomNonbondedForceKernel,199,20,149,30,31,2,6,13,0.20%,57,2,1,16,0,16,6,18,6
OpenMM::CpuCalcForcesAndEnergyKernel,127,8,87,32,6,0,1,1,0.37%,12,2,1,12,0,14,4,2,4
OpenMM::CpuCalcForcesAndEnergyKernel::InitForceTask,39,3,34,2,16,1,3,6,0.06%,16,1,1,8,0,3,2,3,2
OpenMM::CpuCalcForcesAndEnergyKernel::SumForceTask,23,1,21,1,8,0,2,3,0.05%,0,1,1,4,0,3,2,3,2
OpenMM::CpuCalcGBSAOBCForceKernel,80,2,57,21,9,0,2,3,0.37%,33,2,1,11,0,15,5,3,5
OpenMM::CpuCalcNonbondedForceKernel,323,16,273,34,51,2,11,28,0.12%,54,2,1,17,0,16,6,23,6
OpenMM::CpuCalcNonbondedForceKernel::PmeIO,19,0,19,0,4,0,1,2,0.00%,33,1,1,0,0,5,3,3,3
OpenMM::CpuCalcPeriodicTorsionForceKernel,93,2,70,21,12,0,2,4,0.30%,31,2,1,9,0,15,5,5,5
OpenMM::CpuCalcPmeReciprocalForceKernel,323,14,262,53,23,1,4,14,0.20%,72,2,1,6,0,20,9,30,10
OpenMM::CpuCalcPmeReciprocalForceKernel::ThreadData,8,0,8,0,2,0,1,1,0.00%,0,0,0,1,0,1,1,3,1
OpenMM::CpuCalcRBTorsionForceKernel,99,2,76,21,13,0,2,4,0.28%,31,2,1,9,0,15,5,5,5
OpenMM::CpuCustomGBForce,758,69,552,137,33,1,6,16,0.25%,79,0,0,10,0,17,17,24,17
OpenMM::CpuCustomGBForce::ComputeForceTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCustomGBForce::ThreadData,87,0,86,1,59,0,16,16,0.01%,50,0,0,2,0,2,2,24,2
OpenMM::CpuCustomManyParticleForce,634,57,486,91,33,2,6,21,0.19%,80,0,0,15,0,14,12,24,14
OpenMM::CpuCustomManyParticleForce::AngleTermInfo,15,0,15,0,6,0,1,1,0.00%,50,0,0,4,0,2,2,10,2
OpenMM::CpuCustomManyParticleForce::ComputeForceTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCustomManyParticleForce::DihedralTermInfo,16,0,16,0,8,0,1,1,0.00%,50,0,0,4,0,2,2,10,2
OpenMM::CpuCustomManyParticleForce::DistanceTermInfo,14,0,14,0,5,0,1,1,0.00%,50,0,0,4,0,2,2,7,2
OpenMM::CpuCustomManyParticleForce::ParticleTermInfo,11,0,11,0,4,0,1,1,0.00%,50,0,0,4,0,2,2,5,2
OpenMM::CpuCustomManyParticleForce::ThreadData,88,3,81,4,32,0,7,10,0.05%,66,0,0,11,0,3,3,16,3
OpenMM::CpuCustomNonbondedForce,367,32,249,88,20,1,4,19,0.35%,82,0,0,11,0,13,13,22,13
OpenMM::CpuCustomNonbondedForce::ComputeForceTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuCustomNonbondedForce::ThreadData,23,0,23,0,13,0,3,3,0.00%,50,0,0,3,0,2,2,6,2
OpenMM::CpuGBSAOBCForce,472,27,389,60,30,1,4,33,0.15%,81,0,0,9,0,12,12,19,12
OpenMM::CpuGBSAOBCForce::ComputeTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuIntegrateLangevinStepKernel,71,1,51,19,8,0,2,4,0.37%,60,2,1,14,0,15,5,6,5
OpenMM::CpuKernelFactory,26,0,26,0,22,0,10,10,0.00%,0,1,1,25,0,3,1,0,1
OpenMM::CpuNeighborList,444,39,369,38,20,1,2,8,0.10%,75,0,0,6,0,9,9,18,9
OpenMM::CpuNeighborList::ThreadTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuNeighborList::Voxels,258,20,216,23,32,1,7,32,0.11%,57,0,0,3,0,7,7,12,7
OpenMM::CpuNonbondedForce,562,71,350,140,25,1,4,23,0.40%,86,0,0,8,1,18,17,29,18
OpenMM::CpuNonbondedForce::ComputeDirectTask,9,0,9,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,1,2
OpenMM::CpuNonbondedForceVec4,299,38,208,55,41,3,5,15,0.26%,0,1,1,5,0,24,5,0,6
OpenMM::CpuPlatform,113,0,106,7,6,0,1,3,0.07%,69,2,1,23,0,58,9,0,13
OpenMM::CpuPlatform::PlatformData,20,0,20,0,10,0,2,2,0.00%,0,0,0,5,0,1,1,6,1
OpenMM::CpuPmeKernelFactory,9,0,9,0,5,0,2,2,0.00%,0,1,1,7,0,3,1,0,1
OpenMM::CpuRandom,63,4,57,3,9,0,2,4,0.05%,56,0,0,3,0,5,5,5,5
OpenMM::CpuSETTLE,97,2,79,16,8,0,2,5,0.20%,41,1,1,4,0,9,6,2,6
OpenMM::CpuSETTLE::ApplyToPositionsTask,17,0,17,0,4,0,1,2,0.00%,0,1,1,1,0,3,2,5,2
OpenMM::CpuSETTLE::ApplyToVelocitiesTask,17,0,17,0,4,0,1,2,0.00%,0,1,1,1,0,3,2,5,2
OpenMM::CudaApplyAndersenThermostatKernel,59,2,45,12,9,0,1,3,0.27%,37,2,1,11,0,13,4,4,4
OpenMM::CudaApplyConstraintsKernel,52,0,35,17,6,0,1,3,0.49%,50,2,1,9,0,14,4,3,4
OpenMM::CudaApplyMonteCarloBarostatKernel,111,4,81,26,14,0,3,7,0.32%,44,2,1,10,0,15,5,8,5
OpenMM::CudaArray,150,0,97,53,6,0,2,3,0.55%,51,0,0,4,0,12,11,6,12
OpenMM::CudaBondedUtilities,183,4,147,32,16,0,4,12,0.22%,76,0,0,6,0,12,12,15,12
OpenMM::CudaCalcAmoebaAngleForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,15,0,15,5,4,5
OpenMM::CudaCalcAmoebaAngleForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaBondForceKernel,123,4,97,22,12,0,2,4,0.23%,44,2,1,15,0,15,5,4,5
OpenMM::CudaCalcAmoebaBondForceKernel::ForceInfo,25,0,25,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel,308,17,254,37,18,0,2,10,0.15%,78,2,1,16,0,23,13,24,13
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,8,2,1,2
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaMultipoleForceKernel,1319,80,1151,88,96,3,16,66,0.08%,81,2,1,26,0,29,16,73,16
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo,39,0,39,0,6,0,2,6,0.00%,19,1,1,1,0,11,5,1,5
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaPiTorsionForceKernel,121,4,95,22,11,0,2,4,0.23%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo,29,0,29,0,6,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaStretchBendForceKernel,119,4,93,22,11,0,2,4,0.24%,44,2,1,14,0,15,5,4,5
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel,125,6,102,17,17,0,3,8,0.17%,50,2,1,14,0,13,4,7,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaVdwForceKernel,204,11,165,28,29,1,5,11,0.17%,31,2,1,14,0,15,5,12,5
OpenMM::CudaCalcAmoebaVdwForceKernel::ForceInfo,14,0,14,0,4,0,1,1,0.00%,0,1,1,1,0,8,2,1,2
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel,126,9,91,26,15,1,1,3,0.29%,40,2,1,14,0,15,5,5,5
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,8,2,1,2
OpenMM::CudaCalcCMAPTorsionForceKernel,86,0,72,14,14,0,2,5,0.19%,50,2,1,15,0,13,4,7,4
OpenMM::CudaCalcCustomAngleForceKernel,153,8,121,24,23,0,4,9,0.20%,50,2,1,20,0,15,5,8,5
OpenMM::CudaCalcCustomBondForceKernel,153,8,121,24,23,0,4,9,0.20%,50,2,1,20,0,15,5,8,5
OpenMM::CudaCalcCustomCompoundBondForceKernel,322,15,279,28,57,1,9,30,0.10%,47,2,1,21,0,15,5,8,5
OpenMM::CudaCalcCustomExternalForceKernel,159,8,127,24,24,0,4,9,0.19%,50,2,1,20,0,15,5,8,5
OpenMM::CudaCalcCustomGBForceKernel,871,28,805,38,164,3,32,112,0.05%,53,2,1,26,0,15,5,33,5
OpenMM::CudaCalcCustomHbondForceKernel,466,23,410,33,84,2,15,42,0.08%,40,2,1,19,0,15,5,19,5
OpenMM::CudaCalcCustomManyParticleForceKernel,680,47,586,47,125,5,23,78,0.08%,45,2,1,17,0,15,5,35,5
OpenMM::CudaCalcCustomNonbondedForceKernel,491,39,409,45,74,4,14,47,0.11%,56,2,1,26,0,17,7,15,7
OpenMM::CudaCalcCustomTorsionForceKernel,152,8,120,24,23,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::CudaCalcDrudeForceKernel,164,6,134,24,26,0,5,11,0.18%,19,2,1,14,0,15,5,3,5
OpenMM::CudaCalcForcesAndEnergyKernel,74,0,48,26,10,0,3,7,0.54%,25,2,1,12,0,14,4,1,4
OpenMM::CudaCalcGBSAOBCForceKernel,228,6,198,24,37,0,5,10,0.12%,52,2,1,16,0,15,5,16,5
OpenMM::CudaCalcHarmonicAngleForceKernel,93,5,66,22,12,0,2,4,0.33%,52,2,1,15,0,15,5,5,5
OpenMM::CudaCalcHarmonicBondForceKernel,92,4,66,22,11,0,2,4,0.33%,52,2,1,15,0,15,5,5,5
OpenMM::CudaCalcNonbondedForceKernel,639,49,548,43,96,4,19,54,0.08%,45,2,1,24,0,15,5,36,5
OpenMM::CudaCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,2,0,6,4,4,4
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,4,2,2,2
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,33,1,1,4,0,4,2,3,2
OpenMM::CudaCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPostComputation,14,0,14,0,3,0,1,2,0.00%,0,1,1,1,0,4,2,3,2
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPreComputation,16,0,16,0,4,0,1,2,0.00%,0,1,1,1,0,4,2,4,2
OpenMM::CudaCalcPeriodicTorsionForceKernel,93,4,67,22,12,0,2,4,0.33%,52,2,1,15,0,15,5,5,5
OpenMM::CudaCalcRBTorsionForceKernel,104,5,77,22,14,0,2,4,0.29%,46,2,1,15,0,15,5,6,5
OpenMM::CudaContext,1666,52,1273,326,15,0,4,51,0.26%,95,0,0,20,0,80,79,59,80
OpenMM::CudaContext::ForcePostComputation,12,0,6,6,2,0,1,1,1.00%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::ForcePreComputation,11,0,6,5,2,0,1,1,0.83%,0,0,0,0,2,2,2,0,2
OpenMM::CudaContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,1,2,2,0,2
OpenMM::CudaContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,10,4,3,4
OpenMM::CudaContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::CudaContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,2,0,6,6,7,6
OpenMM::CudaDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,13,0,3,1,0,1
OpenMM::CudaExpressionUtilities,757,16,694,50,67,1,15,100,0.07%,88,0,0,22,0,17,17,4,17
OpenMM::CudaExpressionUtilities::FunctionPlaceholder,19,0,19,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CudaForceInfo,33,0,21,12,2,0,1,1,0.57%,0,0,0,1,29,6,6,0,6
OpenMM::CudaIntegrateBrownianStepKernel,89,8,59,22,12,0,2,6,0.37%,70,2,1,12,0,15,5,6,5
OpenMM::CudaIntegrateCustomStepKernel,913,36,799,78,57,1,13,77,0.10%,82,2,1,21,0,33,19,38,19
OpenMM::CudaIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,2,0,4,2,6,2
OpenMM::CudaIntegrateDrudeLangevinStepKernel,162,16,119,27,26,1,3,5,0.23%,40,2,1,13,0,15,5,6,5
OpenMM::CudaIntegrateDrudeSCFStepKernel,163,21,112,30,21,1,2,6,0.27%,54,2,1,14,0,16,6,7,6
OpenMM::CudaIntegrateLangevinStepKernel,115,9,83,23,17,1,2,5,0.28%,51,2,1,12,0,15,5,7,5
OpenMM::CudaIntegrateRPMDStepKernel,535,43,438,54,48,2,7,17,0.12%,74,2,1,17,0,26,13,19,13
OpenMM::CudaIntegrateVariableLangevinStepKernel,126,10,91,27,18,1,3,11,0.30%,64,2,1,12,0,15,5,9,5
OpenMM::CudaIntegrateVariableVerletStepKernel,110,10,75,27,15,1,2,8,0.36%,52,2,1,12,0,15,5,5,5
OpenMM::CudaIntegrateVerletStepKernel,89,8,59,22,12,0,1,4,0.37%,50,2,1,12,0,15,5,4,5
OpenMM::CudaIntegrationUtilities,1011,53,872,88,57,2,12,106,0.10%,85,0,0,15,0,17,17,46,17
OpenMM::CudaKernelFactory,99,1,97,1,95,1,45,45,0.01%,0,1,1,80,0,3,1,0,1
OpenMM::CudaNonbondedUtilities,839,29,669,144,19,0,4,41,0.22%,89,0,0,10,0,35,35,44,35
OpenMM::CudaNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,0,0,18,9,1,9
OpenMM::CudaNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,1,0,7,7,6,7
OpenMM::CudaParallelCalcCMAPTorsionForceKernel,59,0,45,14,5,0,1,2,0.31%,37,2,1,11,0,13,4,2,4
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel,224,8,183,34,18,0,5,11,0.19%,54,2,1,13,0,17,7,10,7
OpenMM::CudaParallelCalcForcesAndEnergyKernel::BeginComputationTask,26,1,24,1,7,0,2,3,0.04%,0,1,1,5,0,4,2,8,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel::FinishComputationTask,42,2,38,2,14,1,4,7,0.05%,0,1,1,7,0,4,2,10,2
OpenMM::CudaParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcNonbondedForceKernel,72,0,50,22,4,0,1,2,0.44%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::CudaParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParameterSet,203,0,165,38,18,0,6,17,0.23%,60,0,0,4,0,11,11,6,11
OpenMM::CudaPlatform,271,3,229,26,9,0,1,9,0.11%,0,1,1,39,0,57,11,0,19
OpenMM::CudaPlatform::PlatformData,90,3,85,2,18,0,5,14,0.02%,76,0,0,8,0,5,5,11,5
OpenMM::CudaRemoveCMMotionKernel,50,0,39,11,7,0,1,3,0.28%,40,2,1,9,0,13,4,5,4
OpenMM::CudaRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,9,0,3,1,0,1
OpenMM::CudaSort,173,15,113,45,35,3,6,8,0.40%,29,0,0,4,0,3,3,18,3
OpenMM::CudaSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,4,9,9,0,9
OpenMM::CudaUpdateStateDataKernel,331,0,267,64,19,0,3,10,0.24%,40,2,1,12,0,39,20,1,20
OpenMM::CudaVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,6,0,12,3,1,3
OpenMM::CustomAngleForce,235,0,128,107,3,0,1,2,0.84%,77,1,1,4,0,26,19,4,19
OpenMM::CustomAngleForce::AngleInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomAngleForce::AngleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomAngleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomAngleForceImpl,79,1,76,2,7,0,1,6,0.03%,44,1,1,10,0,17,9,2,9
OpenMM::CustomAngleForceProxy,72,0,72,0,22,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomBondForce,230,0,126,104,3,0,1,2,0.83%,77,1,1,4,0,26,19,4,19
OpenMM::CustomBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,16,0,0,1,0,2,2,3,2
OpenMM::CustomBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomBondForceImpl,84,2,80,2,7,0,1,5,0.03%,44,1,1,10,0,18,10,2,10
OpenMM::CustomBondForceProxy,72,0,72,0,22,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomCompoundBondForce,355,0,197,158,4,0,1,3,0.80%,82,1,1,7,0,37,30,6,30
OpenMM::CustomCompoundBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCompoundBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomCompoundBondForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomCompoundBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCompoundBondForceImpl,174,9,145,20,11,0,2,10,0.14%,54,1,1,17,0,19,9,2,11
OpenMM::CustomCompoundBondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomCompoundBondForceProxy,105,1,103,1,33,0,6,12,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomExternalForce,224,0,123,101,3,0,1,2,0.82%,77,1,1,4,0,26,19,4,19
OpenMM::CustomExternalForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomExternalForce::ParticleInfo,9,0,9,0,2,0,1,1,0.00%,25,0,0,1,0,2,2,2,2
OpenMM::CustomExternalForce::ParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomExternalForceImpl,68,2,64,2,6,0,1,4,0.03%,44,1,1,10,0,17,9,2,9
OpenMM::CustomExternalForceProxy,72,0,72,0,22,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomGBForce,606,0,292,314,4,0,1,3,1.08%,89,1,1,7,0,50,43,9,43
OpenMM::CustomGBForce::ComputationInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,3,2
OpenMM::CustomGBForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomGBForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomGBForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomGBForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomGBForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomGBForceImpl,97,2,93,2,9,0,2,10,0.02%,44,1,1,11,0,17,9,2,9
OpenMM::CustomGBForceProxy,128,1,126,1,40,0,8,14,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomHbondForce,572,0,292,280,4,0,1,3,0.96%,90,1,1,7,0,52,45,10,45
OpenMM::CustomHbondForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomHbondForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomHbondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomHbondForce::GroupInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomHbondForce::PerPairParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomHbondForceImpl,249,9,219,21,17,0,3,17,0.10%,54,1,1,18,0,19,9,2,11
OpenMM::CustomHbondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomHbondForceProxy,140,1,138,1,44,0,8,15,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomIntegrator,481,0,266,215,6,0,2,7,0.81%,89,1,1,10,0,58,46,10,46
OpenMM::CustomIntegrator::ComputationInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,3,2
OpenMM::CustomIntegratorProxy,85,1,83,1,26,0,6,12,0.01%,0,1,1,7,0,17,3,0,3
OpenMM::CustomManyParticleForce,515,0,274,241,4,0,1,9,0.88%,92,1,1,6,0,59,52,11,52
OpenMM::CustomManyParticleForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomManyParticleForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomManyParticleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomManyParticleForce::ParticleInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomManyParticleForce::ParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomManyParticleForceImpl,323,20,263,40,19,0,4,20,0.15%,61,1,1,19,0,21,9,2,13
OpenMM::CustomManyParticleForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
