hash,time,message,buggy
d4abeb9,2014-05-29 19:03:41,Fix the handling and units of box lengths (they are not independent from boxVectors  so they should be a property computed from the vectors). Also make sure that any attempts to change the boxVectors correspondingly deletes the cached copies of the box lengths so they are recomputed if necessary.,0
2b0962e,2014-05-29 23:10:00,Make separate lists for dihedrals and the dihedrals with loaded parameters.  The former has a single entry for all unique dihedrals. The latter has a separate entry for every _term_ of every dihedral (and the latter is the one with the parameters loaded into it). This way  parameter sets can be reloaded at will without relying on the hack that createSystem previously employed (i.e.  backing up the dihedral array  clobbering it  then putting it back). This way is cleaner and safer (although functionally equivalent for typical OpenMM use).,0
5c537b4,2014-05-30 07:31:30,Merge pull request #469 from swails/fix_charmm_box,0
0a774c8,2014-05-30 07:32:49,Merge pull request #470 from swails/master,0
496f469,2014-06-02 12:14:03,Fixed bug when multiple virtual sites depend on the same particles (see bug 2019),1
2998b63,2014-06-02 13:08:28,Merge pull request #471 from peastman/master,0
3bf0edb,2014-06-03 11:09:06,Fixed a crash with virtual sites in double precision mode,0
dbefb1b,2014-06-03 12:59:58,Merge pull request #473 from swails/master,0
b540b4b,2014-06-03 13:00:12,Merge pull request #472 from peastman/master,0
d2d2cec,2014-06-03 14:55:08,Where did this input.inpcrd file come from?  There was an extra space between the 3rd and 4th columns  making it an invalid Amber inpcrd file (which the new parser cannot handle).,0
fa11f99,2014-06-06 10:56:27,Fixed incorrect units in CharmmCrdFile,0
8185f64,2014-06-06 11:42:39,Merge pull request #477 from swails/fix_charmm_crdunits,0
4f7315b,2014-06-06 14:07:55,Improve unit handling in charmm crd file classes.,0
774a257,2014-06-06 15:39:18,Made ordering of improper torsions more consistent.  Also fixed a bug related to Drude particles.,1
c1158f4,2014-06-06 20:08:30,Add virtual sites,0
65f0a59,2014-06-09 16:31:08,Out of plane,0
11082d7,2014-06-09 17:55:12,Merge pull request #478 from mpharrigan/vs,0
54f10a3,2014-06-10 14:20:03,Created CustomNonbondedForce::createExclusionsFromBonds(),0
cd62219,2014-06-10 15:46:09,ForceField supports CustomNonbondedForce,0
00553a5,2014-06-10 16:23:13,Added documentation for using a CustomNonbondedForce in force fields.  Also updated documentation on how to specify a tabulated function.,0
b369cad,2014-06-10 16:25:19,Make sure that calling createExclusionsFromBonds() with bondCutoff=0 never adds exclusions,0
28fab4b,2014-06-10 16:35:43,Merge branch 'master' of https://github.com/SimTk/openmm into exclusions,0
9b6f5dc,2014-06-10 16:38:01,Reverted a change that is no longer necessary,0
4ffd8e6,2014-06-10 17:11:06,Merge pull request #481 from peastman/exclusions,0
1893e51,2014-06-11 12:07:08,Fixed an error in the computation of Drude screening force,1
0ed8dab,2014-06-11 14:02:17,GromacsTopFile adds exclusions based on [ exclusions ] directives,0
18564ab,2014-06-11 14:39:52,Merge pull request #482 from peastman/gmxexcl,0
a1b2641,2014-06-12 12:55:26,Merge pull request #483 from swails/fix_charmm_psf,0
94398fe,2014-06-12 13:48:39,Fix PSF parser in cases where single residues are differentiated by their system (which means that consecutive residues may have the same residue number _and_ name  but are different residues).,0
bceea30,2014-06-12 15:56:04,Merge remote-tracking branch 'origin/master' into qc,0
4089b68,2014-06-12 16:05:33,Throw OpenMMException instead of std::runtime_error,0
0c7dc95,2014-06-13 13:03:53,XmlSerializer generates XML directly rather than going through TinyXml,0
e60bf3c,2014-06-13 13:39:56,Merge pull request #484 from peastman/xml,0
debf09a,2014-06-16 16:18:26,Fix Clang warning about unhandled enum values.,0
3507687,2014-06-16 16:23:09,In travis  use multiple cores.,0
6e5b386,2014-06-16 16:47:02,Merge pull request #486 from chrisdembia/travis-parallel-build,0
373c387,2014-06-16 17:10:17,Merge pull request #485 from chrisdembia/fix-parsed-expression-warning,0
51e51c3,2014-06-22 09:47:22,Merge remote-tracking branch 'upstream/master',0
f46b22d,2014-06-22 18:04:48,Committed updated Makefile and doxyfile.  (These don't need to be in here.),0
2f74f96,2014-06-23 15:17:50,Fixed examples/Makefile.,0
a616b89,2014-06-23 15:19:09,Reverted Doxyfile to upstream master.,0
46d14b8,2014-06-23 18:07:52,Removed 'void' declarations from getCutoff/getCutoffDistance methods so that swigInputBuilder.py would correctly wrap return values.,0
84afd74,2014-06-23 18:52:06,Changed cutoff test for AmoebaVdwForce/AmoebaMultipoleForce.,0
6b2c8d5,2014-06-24 17:17:00,Merge pull request #491 from jchodera/fix-amoeba,0
470675a,2014-06-24 19:39:50,Added dispersion correction flag handling to NonbondedGenerator.,0
ece7591,2014-06-27 12:46:18,Fixed a rare memory corruption error when roundoff causes tile indices to be wrong,1
fbbfe67,2014-06-27 15:05:44,Fixed some test failures,0
1a94f43,2014-06-27 15:24:59,Merge pull request #495 from peastman/unsigned,0
0605ab4,2014-06-27 15:32:30,Merge pull request #496 from peastman/master,0
d3b791c,2014-06-27 15:41:14,Commented out testEinsteinCrystal()  since it failed much too often,0
b6d173c,2014-06-27 15:59:30,Merge pull request #497 from peastman/master,0
72e4c45,2014-06-27 16:48:54,Speed up a slow test case by using a smaller topology file,0
5184d1d,2014-06-27 17:04:49,Merge pull request #498 from peastman/master,0
3769792,2014-06-27 17:14:27,Changed travis script to run Python tests in parallel,0
26ec4ed,2014-06-29 09:11:42,Define value included one extra leading character,0
c79a29b,2014-06-30 10:18:03,Merge pull request #500 from leeping/master,0
b802e7a,2014-06-30 16:00:30,Use a newer version of nose in travis script,0
9db7080,2014-06-30 16:19:44,Merge pull request #502 from peastman/travis,0
1c604fe,2014-07-02 12:06:08,Added a test case to make sure future changes to ForceField do not change forces,0
a87df3a,2014-07-02 12:19:57,Merged upstream changes,0
8d4b23d,2014-07-02 12:45:18,Made test case more tolerant of numerical differences between platforms,0
0ccc5c9,2014-07-02 13:15:19,Merge pull request #505 from peastman/forcefield,0
e0cf53b,2014-07-02 15:38:14,Began creating API for programmatically building and editing ForceFields,0
9bce462,2014-07-02 16:40:01,Improved API for modifying ForceField,0
f5cbd31,2014-07-03 15:12:14,Small fixes:     - Adjust CharmmPsfFile parser to accept multiple blank lines before the       NATOM record (I saw 1 PSF file like this... not sure how common it really       is)     - Removed the shebang line from element.py and removed execute permissions--       it should never be executed directly (evidenced by the fact that the       original shebang line was wrong and would never work  anyway).     - Fix a test to determine if a Bond is part of an Angle in the PSF data       structures.,0
326b238,2014-07-03 22:37:06,Added start of automated conda packaging of openmm-dev.,0
acd9319,2014-07-03 22:44:19,Updated .travis.yml,0
c5e1113,2014-07-03 22:49:55,Added conda recipe patch dir.,0
01494ff,2014-07-03 23:01:43,Updated preinstall script with more prereqs.,0
3ce0b4c,2014-07-03 23:04:33,Fixed conda build.sh to build current source version  rather than online version.,0
5f3f779,2014-07-03 23:23:49,Updated build.sh to change to source directory first.,0
a564775,2014-07-03 23:36:54,Trying again with source directory.,0
3c8fbeb,2014-07-03 23:46:24,Updated nosetests to match original .travis.yaml,0
df85612,2014-07-03 23:56:52,Fixed binstar token  updated directory to run nosetests.,0
b1dc8fd,2014-07-04 00:06:44,Disabled python 3.3 in build matrix because it didn't seem to be working yet.,0
16e69ca,2014-07-04 00:24:56,Restore directory after Python tests.,0
ff390d8,2014-07-04 00:43:49,Fixed error in after_success.sh script.,1
c18dd0a,2014-07-04 01:15:04,Updated encrypted binstar token.,0
cb0ae08,2014-07-04 01:26:12,One more try at BINSTAR_TOKEN,0
a708bbe,2014-07-04 01:46:12,Added prerequisites for OpenCL build from PR #501,0
9e8ffb8,2014-07-04 01:55:02,Updated conda build script to get more understandable errors.,0
bb87353,2014-07-04 10:05:26,Testing what happens if I comment out OpenCL library path.,0
ec43cdc,2014-07-04 10:25:51,Restored parallel conda build  attempting to add C tests.,0
e74d1d9,2014-07-05 10:17:42,Now try to install OpenMM tests as well (though these may need to be placed in a subdirectory or have `OpenMM` inserted into their names). Also try to get more debug information to make C tests run.,0
ae133ef,2014-07-05 11:15:40,Moved testing to conda recipe.,0
d0a3f9a,2014-07-05 11:22:44,It seems jinja2 is required now.,0
e1d7fbb,2014-07-05 11:28:58,Fixed error in testing block of meta.yaml,1
8e320f7,2014-07-05 11:36:26,Disabled copying of Test* files.,0
dc88012,2014-07-05 11:49:35,New testing strategy: Move tests into build.sh,0
8873d0c,2014-07-05 12:57:29,Added nose requirement to conda build requirements to enable Python testing.,0
d094b35,2014-07-05 13:12:19,Added numpy to build requirements (for testing) and set OPENMM_PLUGIN_DIR to enable locating imports.,0
aadc796,2014-07-05 13:15:47,Moved Python tests to be run after conda build/install.,0
7c81f1b,2014-07-05 13:43:20,Debugging UTF-8 issue.,0
f1599c7,2014-07-05 14:16:24,Changed platform used in UTF-8 test.,0
6f29021,2014-07-05 14:39:58,Removed debug code from UTF-8 test to clean up.,0
d837230,2014-07-05 18:36:23,Minor cleanup.,0
b63b84a,2014-07-05 19:33:08,Trivial change to trigger rebuild.,0
50e017e,2014-07-05 19:50:09,Fixed pathing error.,1
309d12e,2014-07-05 20:09:13,Fixed error in copy of test files.,1
1187720,2014-07-07 15:32:45,Fix a bug in which the switching function would not get toggled if requested via the switchDistance argument to CharmmPsfFile.createSystem().,1
df1aa30,2014-07-07 15:40:44,Switched compiler to clang++ in travis-ci,0
03aa1a9,2014-07-07 15:42:20,Added comment for OpenCL test exclusion in conda recipe build.sh,0
ad2d8b6,2014-07-07 15:45:41,"Corrected spelling of ""success"" in `tools/ci/after_sucess.sh`.",0
e62739d,2014-07-08 10:22:55,Merge pull request #507 from swails/minor_fixes,0
b221251,2014-07-08 10:30:14,Merge pull request #506 from peastman/forcefield,0
0c00acd,2014-07-08 11:54:51,Merge pull request #509 from jchodera/conda-dev-travis-ci,0
d7569df,2014-07-10 10:42:37,Merge remote-tracking branch 'origin/master' into qc,0
a72e364,2014-07-10 11:38:44,Merge pull request #516 from peastman/qc,0
1a7c996,2014-07-10 12:33:12,Fix lepton size_t VS2013 warnings by casting to int.,0
6a5c7d5,2014-07-10 12:53:02,Replace tab with 4 spaces.,0
8b7093a,2014-07-10 13:09:56,Merge pull request #517 from chrisdembia/fix-lepton-size_t-warnings-with-cast,0
e3b3f39,2014-07-10 16:28:45,Updated build.sh and meta.yaml,0
91d85c8,2014-07-10 16:38:51,Added VM preparation script,0
676d6cf,2014-07-10 17:08:03,docstring for ff constructor,0
c16f0de,2014-07-10 17:09:52,Remove wierd unicode thing,0
1aa2ccb,2014-07-10 17:19:59,Created option so virtual sites can share the exclusions of their parent,0
7a03415,2014-07-10 17:28:04,Merge pull request #520 from rmcgibbo/ff-constructor-docstring,0
26b42ce,2014-07-11 10:38:47,Merge pull request #521 from rmcgibbo/unicode-failure,0
27dcdb7,2014-07-11 12:03:17,Move prmtop instantiation outside of the setUp routine and put it in the module itself. This way each parm is only read once for every test (rather than being read for every test  even when they're not used  as part of the setUp routine). For large systems  this makes the tests run a lot faster (for small systems it's not a large speedup).,0
d865c20,2014-07-11 12:29:45,Add NBFIX support to the Amber topology file parsers.  The new Amber ff14IPQ force field utilizes nbfix functionality. Without this commit  using a ff14IPQ topology file (or one modified by ParmEd to contain off-diagonal LJ elements)  would happily run  but ignore off-diagonal elements.,0
28ec3e5,2014-07-11 12:49:46,Minor changes,0
cb9d721,2014-07-11 13:10:18,Force the test to use the Reference platform (it's a tiny system  and all TestAmberPrmtopFile.py tests take 17 seconds combined on my laptop).,0
36e904d,2014-07-11 13:47:17,Fix error reporting in a corner case.  Looks like a case of incomplete copy-and-paste...,1
a558b3b,2014-07-11 13:51:31,Copyright update.,0
0047587,2014-07-11 13:57:25,Merge pull request #524 from swails/nbfix_amber,0
a746617,2014-07-11 14:12:40,Merge pull request #525 from swails/master,0
5bae811,2014-07-11 15:01:22,Remove extra files to save disk space,0
c324686,2014-07-11 17:21:16,Added some more VM stuff.,0
6b99ed6,2014-07-11 17:41:46,Build conda recipe regardless of test success.,0
d89cd17,2014-07-12 12:11:23,Merge remote-tracking branch 'upstream/master' into vagrant,0
a7cae16,2014-07-14 13:30:36,Moved to build-vm directory,0
fc8d393,2014-07-14 13:32:39,Updated long range correction code to work with new style tabulated functions,0
fcba92a,2014-07-14 14:26:56,Merge pull request #529 from peastman/master,0
e1e1e12,2014-07-14 14:35:45,Changed definition of polarizability to match CHARMM,0
615b18c,2014-07-14 16:17:48,Created XML file for CHARMM polarizable force field,0
94f5f03,2014-07-14 16:32:49,Added CHARMM polarizable force field to the list of force fields in the manual,0
56f9f6f,2014-07-14 16:46:15,Merge pull request #530 from swails/longrange,0
1aa01b1,2014-07-14 16:56:46,Fixed some incorrect test cases.,0
fd76052,2014-07-14 17:29:42,Trivial change to force travis to rerun the tests,0
fee9a5b,2014-07-14 19:21:47,Change the default so that NBFIX amber topology files use a long-range correction by default. Then add a test for using the long-range correction and _not_ using the long-range correction.  Comment out the test using the long-range correction since it currently segfaults.  When the fix for the segfault is added  this test can be reinstated (but the energy has to be updated),0
2a3658d,2014-07-14 19:26:53,Update the energy in anticipation of just uncommenting that test when the fix is added.,0
a993d7a,2014-07-15 10:23:53,Merge remote-tracking branch 'origin/master' into charmm,0
c494355,2014-07-15 11:10:22,Add 12-6-4 potential support.,0
9128e9e,2014-07-15 11:26:48,Depressing compromise to make the ordering of atoms in improper torsions as consistent as possible with both AMBER and CHARMM,0
4647932,2014-07-15 11:46:53,Merge pull request #531 from peastman/charmm,0
26dab00,2014-07-15 11:53:10,Add a test for the 12-6-4 potential.,0
d304604,2014-07-15 12:38:49,Add an explicit (shallow) copy constructor for CustomNonbondedForce. This fixes segfaults when you use the long-range dispersion correction with the CustomNonbondedForce if the force uses TabulatedFunction objects. Basically  it prevents the copy from taking ownership (and deleting) the functions in its destructor.,0
e26ff24,2014-07-15 14:00:22,Merge pull request #533 from jchodera/revert-travis-ci,0
c9c5997,2014-07-15 14:55:09,Fixed bug when running on a CPU device,1
3eb0fa0,2014-07-15 15:18:23,Merge pull request #535 from peastman/master,0
bcbc107,2014-07-15 15:20:13,Revert to older Travis-CI testing framework so we can separate testing from conda dev builds.,0
3c96da5,2014-07-15 17:00:03,- Some minor cleanups and simplifications in the Amber prmtop parser. - Convert coordinates  velocities  and box vectors into Vec3 objects to avoid a   subtle bug in the units module with respect to silently modifying mutable   collections in-place when converting to a new set of units.,0
c37345e,2014-07-15 17:32:29,Merge pull request #536 from swails/fix_inpcrd_units,0
b7b4742,2014-07-16 10:54:47,Fixed a bug in unit conversion for sequences,1
14df6a0,2014-07-16 11:18:20,Merge pull request #538 from peastman/master,0
4517491,2014-07-16 15:46:59,Switch to a deep copy on the tabulated functions in CustomNonbondedForce. This necessitated creating a Copy method to do that on TabulatedFunction classes.,0
5c733e8,2014-07-17 10:35:25,Created reference implementation of DIIS for converging AMOEBA dipoles.  Also some minor code cleanup.,0
c3ad0e3,2014-07-17 11:17:06,- Make the TabulatedFunction::Copy method a pure virtual. - Don't make a Copy method on FunctionInfo - Have the Copy() methods on the TabulatedFunction subclasses return a pointer,0
025892d,2014-07-17 11:36:21,Get rid of vestigial variable.,0
8027380,2014-07-17 12:27:13,Add a comment about updating the copy constructor if the implementation details are changed for CustomNonbondedForce.,0
8a8a2c6,2014-07-17 13:19:20,Merge pull request #539 from swails/fix_customnonbondedforce_segfault,0
eb6cbd0,2014-07-17 13:19:28,Make sure inpcrd files are copied to the build directory.,0
8ed7519,2014-07-17 13:49:32,Merge pull request #532 from swails/lj1264,0
0fc61db,2014-07-17 17:28:17,Fixed error in DrudeForce::updateParametersInContext(),1
6159580,2014-07-17 17:54:26,Merge pull request #541 from peastman/master,0
4e68c47,2014-07-17 20:45:08,Implement NBFIX in the CHARMM parsers.,0
d47cb00,2014-07-17 23:14:24,Pass the custom force particle as a tuple of 1 parameter  rather than just as a single parameter.,0
8dda27f,2014-07-18 02:12:09,setLongRangeCorrection -> setUseLongRangeCorrection,0
49c9817,2014-07-18 10:23:16,Fixed compilation errors on gcc,1
feee6d2,2014-07-18 14:26:48,Make NBFIX ordering consistent.,0
a346a6d,2014-07-18 16:47:03,Initial CUDA implementation of DIIS,0
bbbc316,2014-07-21 11:38:16,Optimization to building DIIS matrix,0
d978a87,2014-07-21 13:05:20,Add a test for CHARMM NBFIX and import CharmmPSFWarning into the simtk.openmm.app namespace to allow users to filter that warning out if they want to.,0
b5c8896,2014-07-21 13:10:33,Make sure the necessary files get copied over.,0
8db70d3,2014-07-21 13:21:44,Merge pull request #547 from peastman/diis,0
039b53b,2014-07-21 13:25:58,Created ForceField.loadFile(),0
213c77e,2014-07-21 13:46:30,Merge pull request #548 from peastman/master,0
920ddf9,2014-07-21 13:47:07,Make sure the parameter file gets copied over.,0
2a2fae3,2014-07-21 14:17:53,Merge pull request #549 from swails/charmm_nbfix,0
24d0b3b,2014-07-21 15:04:22,Renamed tools to devtools,0
f7127d3,2014-07-21 15:24:08,Merge pull request #551 from peastman/master,0
ad35a53,2014-07-21 17:34:31,Merge pull request #522 from kyleabeauchamp/vagrant,0
aea4e45,2014-07-21 20:16:49,Renamed tools to devtools,0
c7aa1d0,2014-07-21 20:17:07,Merge remote-tracking branch 'upstream/master' into vagrant,0
6ddb633,2014-07-21 20:22:23,Remove hardcoded reference to my fork in build_conda_package_vagrant.sh,0
e4ee9ef,2014-07-22 10:37:18,Created CMake targets for building Sphinx documentation,0
088b491,2014-07-22 10:41:22,Renamed docs to docs-source,0
f56216f,2014-07-22 10:45:59,Deleted obsolete documentation files,0
da5824c,2014-07-22 11:16:23,Marked Sphinx-generated PDF files as optional installs,0
25f1080,2014-07-22 11:36:29,Merge pull request #553 from peastman/docs,0
debe166,2014-07-23 10:43:57,Fixed error in OpenCL MonteCarloBarostat in double precision,1
37457b2,2014-07-23 10:45:20,Merge branch 'master' of https://github.com/peastman/openmm,0
6700457,2014-07-23 10:45:37,Merge branch 'master' of https://github.com/SimTk/openmm,0
97e3795,2014-07-23 11:17:32,Merge pull request #554 from peastman/master,0
c019448,2014-07-23 13:15:45,Fixed anisotropy for terminal residues,0
2cb9adf,2014-07-23 13:46:44,Merge pull request #556 from peastman/master,0
35041ae,2014-07-23 16:30:39,Preliminary support for Chrome portable native client,0
f96b74e,2014-07-24 10:42:48,Disable OpenCL by default on Macs,0
b557289,2014-07-24 10:55:39,Very minor optimization to DIIS,0
080691d,2014-07-24 11:09:38,Consolidated logic for determining if vector instructions are supported,0
86a8c92,2014-07-24 11:23:07,Fixed compilation error on Android,1
bd2ad53,2014-07-24 11:24:12,Merge pull request #557 from peastman/apple,0
076c5b9,2014-07-24 11:24:20,Merge pull request #558 from peastman/master,0
43b669e,2014-07-24 16:35:40,Created PNaCl implementation of vector instructions (not yet optimized!),0
074e3cd,2014-07-24 16:46:56,Modified test case to work on ARM,0
0bb293f,2014-07-25 12:30:05,CPU platform works on PNaCl,0
7c54418,2014-07-28 15:42:59,Bug fixes to PNaCl vectors,1
0e4555a,2014-07-29 17:15:59,Updated version number to 6.1,0
41f518e,2014-07-30 10:53:23,Merge pull request #563 from peastman/master,0
4fccce3,2014-07-30 11:42:39,Fixes to user guide,0
75f0401,2014-07-30 11:55:33,Fixed error when running in double precision,1
54d9582,2014-07-30 12:53:07,Merge pull request #564 from peastman/master,0
92d5b69,2014-07-30 13:25:37,Fix crash with empty interaction groups,0
601d84a,2014-07-30 13:37:30,Support CPU platform on PNaCl,0
c7313c1,2014-07-30 13:37:30,Support CPU platform on PNaCl.,0
f6b2036,2014-07-30 13:51:01,Merge pull request #566 from peastman/master,0
ec785e7,2014-07-31 11:02:58,Merge branch 'pnacl' of https://github.com/peastman/openmm into pnacl,0
05d64ae,2014-07-31 11:26:47,Merge pull request #567 from peastman/pnacl,0
1f54f70,2014-07-31 15:41:35,Fixed lots of errors in User Guide  especially in equations,1
6320365,2014-07-31 17:27:48,Merge pull request #568 from peastman/docs,0
d85f799,2014-08-01 11:56:42,Fixed compilation error on some compilers,1
3515270,2014-08-01 12:59:24,Merge pull request #569 from peastman/master,0
a55a84c,2014-08-01 15:58:16,Fixed compilation errors on Windows,1
d20e4ed,2014-08-01 16:10:56,Merge pull request #570 from peastman/master,0
4995e75,2014-08-04 13:22:06,John's fixes to documentation,0
d688fca,2014-08-04 13:34:41,Jason's fixes to documentation,0
7219ca9,2014-08-06 13:48:24,Added discussion of loading CHARMM files,0
de112a8,2014-08-08 16:41:19,Edits to documentation based on Jason's comments,0
27381f7,2014-08-09 14:40:28,Fix possible problems when parsing some CHARMM stream files that may not have the same format as the rest of the CHARMM stream files I've seen.,0
4b9221e,2014-08-09 22:20:51,"Redo the way CHARMM PSF files are parsed.  This should be much more robust in terms of supporting PSF files that don't really conform to the ""standard"" way that CHARMM prints them.",0
0499523,2014-08-11 10:17:01,Merge pull request #577 from swails/fix_charmm_psf,0
8917994,2014-08-11 13:20:42,AMBER example script uses periodic box vectors from inpcrd,0
75a64c2,2014-08-11 13:21:34,Prevent sphinx from adding an index to PDF file,0
3724633,2014-08-11 13:29:51,Marked GBVIForce as deprecated and removed it from the manual,0
c2c0208,2014-08-11 15:23:58,Deleted obsolete documentation files,0
edd9164,2014-08-12 15:03:59,Avoid integer overflow when dealing with very large systems,0
1f7f642,2014-08-12 15:07:55,Merge branch 'master' of https://github.com/SimTk/openmm,0
5b3369a,2014-08-12 15:22:41,Merge pull request #581 from peastman/master,0
8ffe655,2014-08-12 15:25:48,Fixed an overly strict test case,0
94f09d1,2014-08-12 15:37:45,Merge branch 'master' of https://github.com/SimTk/openmm,0
6250e8e,2014-08-12 16:35:58,Merge pull request #582 from peastman/master,0
2279888,2014-08-12 16:40:24,Fixed uninitialized memory error when using multiple GPUs,1
9d9e2cf,2014-08-12 17:13:16,Merge pull request #583 from peastman/master,0
7548057,2014-08-13 19:42:32,Updated Context::getParameter() and Context::setParameter() error messages to also print name of incorrect parameter to aid debugging.,0
5d94f72,2014-08-14 13:34:50,Merge pull request #585 from jchodera/informative-error-message,0
10bb823,2014-08-15 20:51:36,Fix Python3 compatibility with the CHARMM parsers.,0
d446dc2,2014-08-18 10:47:44,Merge pull request #586 from swails/charmm_py3,0
d68ecd0,2014-08-18 11:14:59,Fixed bug in getInducedDipoles(),1
9f8348c,2014-08-18 11:33:32,Merge pull request #588 from peastman/master,0
a3c6ad3,2014-08-18 12:28:28,Merge pull request #589 from mgarraha/master,0
3cc5e85,2014-08-18 12:33:39,Docs start chapter on any page,0
89b4a7e,2014-08-18 12:35:28,Merge pull request #590 from rmcgibbo/openany,0
3ff5091,2014-08-18 14:08:29,Very minor fix in developer guide,0
e30242b,2014-08-18 14:30:50,avoid syntax error if tabulated function min is negative,0
c4acc7d,2014-08-21 11:33:38,Merge pull request #580 from peastman/docs,0
