hash,time,message
6f4ec6b,Tue Oct 30 21:52:34 2012,Created serialization proxy for CustomCompoundBondForce (see bug 1712)
8cc22e1,Tue Oct 30 20:24:04 2012,Added Context::applyVelocityConstraints() and Context::setVelocitiesToTemperature()
d253ef4,Tue Oct 30 20:18:01 2012,fixes WINDOWS_EXPORT if compiling shared DLLs on windows
15387c3,Tue Oct 30 20:16:25 2012,Patched in #ifdef to fix __cdecl and __stdcall FncPtr incompatibilities.
4e280d4,Tue Oct 30 17:37:02 2012,Fixed compilation errors
85eeb49,Tue Oct 30 12:58:20 2012,Added AMOEBA PME for Reference platoform
bcd378a,Tue Oct 30 01:30:12 2012,Fixed bug where MonteCarloBarostat would cause molecules to be reordered (see bug 1753)
61bb878,Fri Oct 26 17:01:26 2012,Bug fixes
925b00e,Thu Oct 25 23:50:49 2012,Kinetic energy is computed by the Integrator so it can adjust for leapfrog displacements
d0432e7,Wed Oct 24 20:38:41 2012,Throw an exception if the user requests double precision on a device that doesn't support it.
e479d79,Wed Oct 24 19:12:59 2012,Minor fixes and cleanup
772a685,Tue Oct 23 18:39:57 2012,Fixed compilation error
5fb78b5,Tue Oct 23 18:30:13 2012,Updated to newer version of OpenCL C++ bindings
967347c,Mon Oct 22 23:32:14 2012,When adding solvent  leave less of a gap around the edge
c9d720b,Mon Oct 22 20:14:26 2012,Bug fixes
53fec1a,Mon Oct 22 18:54:15 2012,SerializationProxy was missing a virtual destructor
6d82a92,Sat Oct 20 00:46:04 2012,Limit thread block size to avoid exceeding available shared memory
ff7f103,Fri Oct 19 18:42:26 2012,The test for identical exceptions between nonbonded forces is order insensitive
1de2e2a,Thu Oct 18 18:10:56 2012,Assorted cleanup and bug fixes
93497df,Thu Oct 18 18:01:09 2012,CustomNonbondedForce.cpp  CudaNonbondedUtilities.cpp and CudaKernels.cpp are now fully reverted to 3478.
a0a0cac,Thu Oct 18 17:39:44 2012,"Rolled back ""list sorting"" change but kept commented debug printout"
68593ba,Thu Oct 18 11:07:12 2012,LPW attempted bugfixes: (1) Changed unit multipliers in AmoebaVdwForce::getParticleParameters (2) Sorted vectors in exclusionLists so it agrees with atomExclusions
97516d4,Wed Oct 17 23:52:42 2012,Checking in file that got missed in last commit
59f8cf8,Wed Oct 17 23:33:14 2012,Finished implementing double precision for OpenCL
c8dac20,Wed Oct 17 17:48:00 2012,Continuing to implement double precision in OpenCL
34938e2,Tue Oct 16 17:30:38 2012,Bug fix
8d6a2a0,Tue Oct 16 00:33:25 2012,Beginnings of mixed/double precision support in OpenCL
a3d5f83,Sun Oct 14 21:54:50 2012,Reference implementation for AmoebaGeneralizedKirkwoodForce
9fd73ed,Fri Oct 12 20:50:50 2012,Fixed compilation errors and warnings on Windows
65c389f,Fri Oct 12 17:28:01 2012,Flush the queue after each time step on Windows to reduce UI lag.
1107aa8,Wed Oct 10 22:04:57 2012,OpenCLArray is no longer templatized and doesn't provide a host buffer.  This is in preparation for adding mixed/double precision support.
5980100,Fri Oct 5 17:42:51 2012,Fixed performance bug in mixed precision
b016193,Fri Oct 5 17:07:36 2012,Eliminated mixed precision accumulation for nonbonded forces  which had negligible benefit
c34bd3b,Thu Oct 4 20:48:51 2012,Bug fix
8cda1b7,Thu Oct 4 20:47:29 2012,Finished implementing mixed precision model
9ad85eb,Tue Oct 2 18:26:08 2012,Began implementing new mixed precision model that does integration in double precision and force evaluation in single precision
7492dc4,Sun Sep 30 00:31:19 2012,Modified Reference platform of AmoebaVdwForce to handle PBC  cutoffs  tapering and dispersion correction
c6ebf6e,Fri Sep 28 22:41:55 2012,"Removed the word ""harmonic"" from lots of places it didn't belong  including class and method names"
58b094c,Fri Sep 28 20:09:44 2012,Renamed cuda2 platform to cuda
5a25b4e,Fri Sep 28 20:07:24 2012,Renamed old CUDA platform to cuda-old
7b4f4e7,Fri Sep 28 18:12:56 2012,Bug fixes to amber_file_parser
1db349e,Thu Sep 27 21:43:05 2012,Major cleanup of the AMOEBA API
a919f30,Thu Sep 27 21:12:57 2012,Bug fix to using AmoebaVdwForce without a cutoff
0126925,Thu Sep 27 17:22:44 2012,Fixed test cases that used a Context without setting positions
3d98a96,Tue Sep 25 22:23:57 2012,Fixed bug when using multiple Contexts at once
1cb85ba,Tue Sep 25 21:07:42 2012,Minor cleanup to simplify code and eliminate unnecessary memory access
a5640f9,Tue Sep 25 19:56:09 2012,Bug fixes to AMOEBA kernels
42ddf5c,Mon Sep 24 23:11:40 2012,Improvements to test cases
3c130a2,Sat Sep 22 00:47:14 2012,Fixed bugs in AMOEBA GK
20e0118,Fri Sep 21 17:57:46 2012,Can use OPENMM_CUDA_COMPILER environment variable to set the path to the CUDA compiler
c5b6eca,Fri Sep 21 17:32:06 2012,Added villin tests for GeneralizedKirkwood
87df722,Fri Sep 21 00:29:07 2012,Throw exception if the user tries to compute forces without setting positions first.
d8545b7,Thu Sep 20 23:53:26 2012,PDBFile loads all frames in the file.  Also fixed a bug.
04fe244,Thu Sep 20 22:53:03 2012,Implemented surface area term for GK
f267c51,Thu Sep 20 21:57:24 2012,Fixed bugs in GK force
c246187,Wed Sep 19 00:07:33 2012,Continuing to convert AmoebaGeneralizedKirkwoodForce to new CUDA platform
6c0082a,Mon Sep 17 22:07:54 2012,Bug fixes to AmoebaGeneralizedKirkwoodForce
ec8b003,Mon Sep 17 17:50:29 2012,Bug fixes to AmoebaGeneralizedKirkwoodForce
b587b39,Fri Sep 14 22:04:48 2012,Continuing to convert AmoebaGeneralizedKirkwoodForce to new CUDA platform
222378c,Thu Sep 13 23:54:23 2012,Began converting AmoebaGeneralizedKirkwoodForce to new CUDA platform
235a88e,Tue Sep 11 22:22:50 2012,Minor cleanup to PME
b27a0bd,Mon Sep 10 19:37:25 2012,Committing FFTWs to work with complex conjugate arrays. Decoupled energy and force calculation into two separate kernels.
32d3f86,Mon Sep 10 18:23:58 2012,Release the Python global interpreter lock during expensive operations
813e8ef,Sun Sep 9 20:03:16 2012,Added ACE and NME residues to Amoeba parameter file
9fffe6d,Fri Sep 7 22:16:00 2012,fixed sigmaEpsilon padding errors. Gets rid of computeNonbonded cuda-memcheck errors
0123598,Thu Sep 6 00:48:28 2012,Fixed bugs in AmoebaWcaDispersionForce
505c2af,Wed Sep 5 22:37:51 2012,Converted WcaDispersionForce to new CUDA platform (not yet fully debugged)
1ec69c9,Wed Sep 5 17:50:10 2012,Mike Garrahan's updates to the Fortran wrappers (see bug 1714)
8657349,Tue Sep 4 21:20:05 2012,Optimizations to PME electrostatics kernel
747dd2b,Sun Sep 2 17:53:25 2012,Modified calculateElectrostaticPotentialForAtomGridPoint_kernel to apply periodic boundary conditions Unit test for multipole grid potential changed to system comprised of 216 water molecules  Tinker potential values now based on PBC
97f5ce0,Sun Sep 2 16:02:11 2012,Removed test for system multipoles that included water molecules and ions and replaced w/ system comprised of just water molecules
7b6ca36,Thu Aug 30 23:35:26 2012,Bug fix: an argument was being processed incorrectly
622e066,Thu Aug 30 22:08:53 2012,Fixed a race condition
5c071a0,Wed Aug 29 23:22:20 2012,Continuing to convert AmoebaMultipoleForce: implemented routines to get system multipole moments and potential at grid points.  Some bug fixes.
97470a7,Wed Aug 29 20:12:25 2012,Changes to work correctly with the latest version of Doxygen
84feb01,Wed Aug 29 00:18:06 2012,Fixed bug where CONECT records were being parsed incorrectly
b8e1509,Tue Aug 28 19:06:37 2012,Fixed errors on Intel OpenCL
e674141,Tue Aug 28 19:06:14 2012,Fixed compilation error on Windows
16e2b1e,Tue Aug 28 18:54:49 2012,Fixed formatting errors in Doxygen comments.
71971ba,Tue Aug 28 18:46:27 2012,Added a getForces() method to System.  Also fixed some formatting errors in Doxygen comments.
79e37b5,Tue Aug 28 17:20:21 2012,Replaced AmoebaUreyBradleyForce and AmoebaTorsionForce by HarmonicBondForce and PeriodicTorsionForce
992c1e3,Mon Aug 27 23:43:35 2012,Bug fix
4cebdb5,Mon Aug 27 18:19:07 2012,Continuing to implement AmoebaMultipoleForce: various bug fixes
c0d1eb7,Thu Aug 23 17:11:32 2012,Continuing to convert AmoebaMultipoleForce: PME with mutual induced polarization now works
3af4da8,Tue Aug 21 18:07:50 2012,Fixed compilation error on compute level 2.1 GPUs
f352d11,Sat Aug 18 00:16:43 2012,Continuing to convert AmoebaMultipoleForce: PME with direct polarization now works
7a60fd7,Thu Aug 16 22:45:46 2012,Continuing to convert AmoebaMultipoleForce
5209c1c,Sun Aug 12 01:31:24 2012,Lee-Ping's vdw dispersion correction added tests to TestCudaAmoebaVdwForce for dispersion correction using box of 216 water molecules AmoebaVdwForce and AmoebaMultipoleForce now throw execptions if cutoff > 0.5*(box size)
887d4e1,Thu Aug 9 20:19:41 2012,Improvements to Doxygen comments
ccea396,Mon Aug 6 22:06:24 2012,Added multipole test for box of 216 water molecules
699fce6,Mon Aug 6 18:43:07 2012,Continuing to convert AmoebaMultipoleForce: mutual induced dipoles now work
29654b8,Sun Aug 5 22:22:32 2012,Added unit tests for Amoeba GeneralizedKirkwood and WcaDispersion forces on Cuda platform
e5b7f0b,Thu Aug 2 21:48:06 2012,Continuing to convert AmoebaMultipoleForce
155fe17,Tue Jul 31 21:07:02 2012,Added tests for calculating system multipole moments and multipole potential on a grid Refactored code for calculating system multipole moments and multipole potential on a grid to separate files (removed from kCalculateAmoebaCudaRotateFrame.cu and kCalculateAmoebaCudaElectrostatic.cu)
776f6f2,Sat Jul 28 00:12:59 2012,Continuing to convert AmoebaMultipoleForce
b186314,Fri Jul 27 20:59:06 2012,Quadrupole tensors are now validated as being traceless and symmetric Added tests for system of 2 ions and 2 water molecules  Removed TestCudaAmoebaPME.cpp
13c28cf,Fri Jul 27 10:25:25 2012,Added Cuda platform unit test for AmoebaMultipoleForce
084ae3c,Mon Jul 23 10:50:34 2012,Removed calls to OBC GBSA for AMOEBA GK calculations  exception is now thrown if Grycuk algorithm is not specifed for calculating Born radii
3e4ffaf,Mon Jul 23 10:47:35 2012,Added documentation associated w/ mapping torques
f061235,Sun Jul 22 11:55:40 2012,Added new tests to TestCudaAmoebaVdwForce  fixed bug in AmoebaVdw tapering  non-default AmoebaVdw rules for calculating combinded epsilon value changed to agree w/ TINKER
d0426ba,Fri Jul 20 22:57:14 2012,Continuing converting AMOEBA to the new CUDA platform: starting on AmoebaMultipoleForce
a99a2d0,Thu Jul 12 23:41:20 2012,Continuing converting AMOEBA to the new CUDA platform: AmoebaVdwForce
a90c90e,Thu Jul 12 23:35:02 2012,Fixed a memory leak
edbe6a8,Wed Jul 11 18:44:13 2012,Continuing converting AMOEBA to the new CUDA platform: AmoebaOutOfPlaneBendForce  AmoebaStretchBendForce  AmoebaTorsionTorsionForce
f598059,Tue Jul 10 22:31:19 2012,Began converting AMOEBA to the new CUDA platform: AmoebaHarmonicBondForce  AmoebaHarmonicAngleForce  AmoebaHarmonicInPlaneAngleForce  AmoebaPiTorsionForce
18fb6ef,Tue Jul 10 00:17:49 2012,Implemented mixed precision mode
76716f1,Tue Jul 10 00:17:31 2012,Set default cache configuration for the context
2bb875b,Fri Jul 6 00:38:18 2012,Optimizations to new CUDA platform
ca7fd53,Tue Jul 3 21:14:35 2012,New CUDA platform works on Windows
cf112a2,Tue Jul 3 00:34:02 2012,Fixed bugs when using double precision
dac874a,Mon Jul 2 18:17:48 2012,Changed number of nonbonded thread blocks to improve performance
c77af6e,Thu Jun 28 23:51:13 2012,Use the __popc intrinsic for counting bits
f0c2e89,Thu Jun 28 22:25:33 2012,Optimization: use mapped memory to communicate when CCMA is converged
a42431f,Thu Jun 28 20:02:46 2012,Default to not building RPMD-OpenCL if OpenCL could not be found
1afb079,Thu Jun 28 20:01:20 2012,Merged lots of kernels into fewer files to reduce compilation time
bcf9538,Thu Jun 28 17:23:36 2012,Fixed more destructor order errors
9353e46,Wed Jun 27 23:53:14 2012,Fixed errors in which destructors were executed in the wrong order
0a85078,Wed Jun 27 22:53:09 2012,Minor cleanup and bug fixes
f634677,Wed Jun 27 22:23:42 2012,Continuing to implement new CUDA platform: CustomGBForce
5feaa94,Mon Jun 25 22:01:28 2012,Fixed compilation error
f0454a4,Sat Jun 23 00:25:08 2012,Fixed errors under Intel OpenCL
387008c,Fri Jun 22 20:24:03 2012,Continuing to implement new CUDA platform: checkpointing  parallelization across multiple devices
17ae3aa,Thu Jun 21 18:56:28 2012,Continuing to implement new CUDA platform: GBSAOBCForce
e2fc86a,Wed Jun 20 21:08:40 2012,Fixed compilation errors
fe58975,Wed Jun 20 20:27:34 2012,Bug fixes and additional test cases
16f43ed,Wed Jun 20 18:19:02 2012,Made the identification of temporary files directory more robust
bd22ead,Wed Jun 20 17:24:58 2012,Continuing to implement new CUDA platform: CustomNonbondedForce  CustomHbondForce  CustomIntegrator
8eb6850,Wed Jun 20 01:42:51 2012,Added AmoebaMultipoleForce::getSystemMultipoleMoments() to get system multipole moments  based on TINKER subroutine moments()
dfdffc7,Tue Jun 19 21:25:24 2012,Fixed exception in Modeller.addSolvent()
bf1f6f3,Tue Jun 19 00:30:57 2012,Continuing to implement new CUDA platform: virtual sites
6e842d8,Mon Jun 18 23:15:34 2012,Continuing to implement new CUDA platform: AndersenThermostat  MonteCarloBarostat  CMMotionRemover
c962c2d,Mon Jun 18 18:37:21 2012,Modeller.delete() will delete a chain or residue if all the residues/atoms it contains are deleted
15a68e2,Mon Jun 18 18:17:05 2012,Return dimensionless quantities as numbers  not Quantities with unit=dimensionless.
ecbbf44,Sat Jun 16 00:11:52 2012,Continuing to implement new CUDA platform: constraints  LangevinIntegrator  BrownianIntegrator  VariableLangevinIntegrator  VariableVerletIntegrator
03cc352,Fri Jun 15 23:26:28 2012,Turn off logging
e79b262,Fri Jun 15 22:43:50 2012,Added code to calculate electrostatic potential given vector of grid points
70ba177,Fri Jun 15 19:57:48 2012,Fixed compilation errors on Windows
86aacbd,Fri Jun 15 00:25:04 2012,Continuing to implement new CUDA platform: NonbondedForce
eb64fa2,Tue Jun 12 00:38:36 2012,Continuing to implement new CUDA platform: CustomBondForce  CustomAngleForce  CustomTorsionForce  CustomExternalForce  CustomCompoundBondForce
72d6b6a,Mon Jun 11 17:49:54 2012,NonbondedForce::updateParametersInContext() is more tolerant about what changes to exceptions it allows
e09b108,Mon Jun 11 17:26:54 2012,Fixed error when multiple CustomCompoundBondForces are added to a system
00c4b74,Fri Jun 8 23:46:37 2012,Continuing to implement new CUDA platform: HarmonicAngleForce  PeriodicTorsionForce  RBTorsionForce  CMAPTorsionForce
6e434a0,Fri Jun 8 21:35:20 2012,Continuing to implement new CUDA platform: HarmonicBondForce and VerletIntegrator
1f0ec7b,Thu Jun 7 22:44:34 2012,Continuing to implement new CUDA platform
99cebd0,Thu Jun 7 18:58:56 2012,Implemented updateParametersInContext() for five more Force classes
4bc723a,Wed Jun 6 23:01:37 2012,Implemented updateParametersInContext() for seven more Force classes
b5e2a95,Wed Jun 6 18:08:35 2012,Implemented updateParametersInContext() for GBSAOBCForce
c2dfdb5,Wed Jun 6 00:14:18 2012,Minor cleanup
3e16cab,Tue Jun 5 23:36:44 2012,Continuing to implement new CUDA platform
abb8cb4,Mon Jun 4 23:58:44 2012,Very early beginnings of new CUDA platform
1850145,Mon Jun 4 18:29:55 2012,Fixed various bugs that caused energy to come out wrong after per-particle parameters were changed
233c6a7,Fri Jun 1 17:49:04 2012,Moved Hilbert curve code into libraries directory
5d7c2d1,Fri Jun 1 00:05:07 2012,Renamed a test case
59b0c5f,Thu May 31 21:43:41 2012,Implemented updateParametersInContext() for NonbondedForce
895f8da,Tue May 29 23:59:19 2012,Throw an exception if an XML tag specifies both an atom type and an atom class
a43e8ec,Tue May 29 18:17:21 2012,Cleanup to the GRO file reader
cb1c6c5,Fri May 25 23:15:46 2012,Reduced duplicated code in bonded forces
ba3cefd,Fri May 25 19:01:03 2012,Fixed error using PME on CPU
0c4af10,Thu May 24 22:15:27 2012,Optimizations to CustomGBForce
e7a00c6,Wed May 23 21:27:37 2012,Fixed a potential race condition in PME
a3db021,Mon May 21 23:50:13 2012,Minor change to work correctly with AMBER restart files
2ddd55e,Mon May 21 18:08:07 2012,Added configuration file for doing nightly builds
83bc16c,Sun May 20 05:43:21 2012,Added GROMACS coordinate reader and Debye in units.
b4044e7,Mon May 14 21:08:09 2012,Created templatized interface for Kernel  which made a lot of code that invokes kernels cleaner.
fcdba25,Fri May 11 23:06:02 2012,Fixed bugs in checkpointing
9178871,Fri May 11 20:21:17 2012,Minor fixes to comments
72f3fe3,Fri May 11 20:16:48 2012,Checkpointing works with Python
6d7a47b,Fri May 11 00:31:48 2012,Fixed errors in generating wrappers
106dc57,Fri May 11 00:06:18 2012,Bug fix to checkpointing
188bf2e,Fri May 11 00:02:35 2012,Implemented checkpointing
8d2074f,Thu May 10 00:36:12 2012,Fixed errors building wrappers for CustomCompoundBondForce
fee4e4d,Wed May 9 21:04:43 2012,Minor code cleanup
0e6cbce,Wed May 9 20:44:27 2012,Created OpenCL implementation of CustomCompoundBondForce
35aef07,Wed May 9 00:20:40 2012,Created CustomCompoundBondForce  including reference implementation
36fced5,Mon May 7 23:46:03 2012,Implemented Modeller.add() and Modeller.delete()
12ff40e,Mon May 7 23:45:31 2012,Bonds were being added to the Topology incorrectly
a467304,Mon May 7 22:24:31 2012,A cl::Context only specifies the particular device it is using  not all devices
5913137,Mon May 7 22:04:46 2012,Fixed an error in a test case
c2e05fe,Mon May 7 18:15:26 2012,Defined a sum() function that works with Quantities.  Also fixed a doctest.
94a31b8,Mon May 7 18:06:22 2012,Implemented delta() for custom expressions
7c836d2,Mon May 7 17:40:42 2012,Eliminated an obsolete CMake variable
9a245d1,Mon May 7 17:40:00 2012,Fixed crash when calling setGlobalVariable() before a Context is created
b69f0c1,Mon May 7 17:38:52 2012,CustomIntegrator can depend on the energy of a force group
0844f4f,Fri May 4 23:41:11 2012,Residue indices for atoms were set incorrectly
ff7931d,Thu Apr 26 11:22:28 2012,round() not recognized on Windows
43443ca,Wed Apr 25 19:36:35 2012,Fixed an error that made velocity constraints excessively slow
191bca7,Wed Apr 25 18:03:09 2012,Documentation updates for 4.1.  Created new PDFs.
7a45cf2,Tue Apr 24 00:18:39 2012,Added a StateDataReporter to the Python examples
a4bf2ce,Mon Apr 23 23:26:43 2012,Reporters check for NaNs or infinities in output
4e480ff,Mon Apr 23 21:44:06 2012,Added tapering function to AMOEBA vdw function  fixed issue w/ zeroing of vdw forces.
cb0b20f,Mon Apr 23 18:08:22 2012,Set units correctly on Numpy arrays
c9d7d1e,Mon Apr 23 17:30:30 2012,Fixed bugs setting up nonbonded and GB forces
ee1ec68,Sat Apr 21 00:33:10 2012,Report density in g/mL
de366ef,Fri Apr 20 17:37:09 2012,Mike Garrahan's fix to the Fortran wrapper for getState()
d407854,Sun Apr 15 11:45:52 2012,Bug fix for cases where box is not cubic
be8774b,Fri Apr 13 18:53:50 2012,The wrong path was being used for the OpenMM library
b3fe05e,Thu Apr 12 00:20:41 2012,Tolerate errors uninstalling previous versions
99b0f3b,Wed Apr 11 23:25:07 2012,Changed linking instructions to avoid a crash on Linux
f5ccdb6,Wed Apr 11 13:09:30 2012,Minor optimization
90a5e2d,Tue Apr 10 00:20:37 2012,Fixed bug in CustomIntegrator computing global parameters
19d92e1,Mon Apr 9 17:29:11 2012,Tweaked the alignment of the atom name in PDB files
bc6e8fa,Sat Apr 7 00:32:15 2012,Updated version number to 4.1
baa4dcf,Thu Apr 5 21:04:15 2012,Restructured examples directory to better match how it gets installed
50096c2,Thu Apr 5 17:54:36 2012,Disable using AMD GPUs on OS X
4b623f7,Thu Apr 5 17:47:16 2012,Updated documentation to specify CUDA 4.1.  Generated new PDFs of manuals.
cda5830,Thu Apr 5 03:52:57 2012,successive over-relaxation factor changed from 0.70 to 0.55 (latest TINKER valueO fixed problem w/ storage of PME induced dipoles
681ab7f,Wed Apr 4 19:37:22 2012,Implement __copy__() and __deepcopy__() for Forces
dea037c,Wed Apr 4 18:12:06 2012,Bug fix
95aa482,Wed Apr 4 17:44:37 2012,Updated which example files get installed
c56b975,Wed Apr 4 17:25:15 2012,Cleaned up and reorganized docs directory
c2fdf7f,Wed Apr 4 16:58:19 2012,Excluded a few classes from the Python documentation
1d043ff,Tue Apr 3 18:12:58 2012,Lots of updates to documentation based on changes in 4.1.
084b5c9,Mon Apr 2 21:47:30 2012,Force grid(0 0 0) element to 0
aab7739,Fri Mar 30 22:11:27 2012,Lots of improvements to Python API documentation
cf4c228,Fri Mar 30 20:41:48 2012,Use Doxygen to generate API docs for Python.  This involved lots of changes both to Python API generation and to Doxygen doc generation.
c876417,Fri Mar 30 13:10:27 2012,Sign flipped on energy term
b8bf8fb,Wed Mar 28 22:20:49 2012,Lots of optimizations to creating systems from prmtop files
689fd4d,Wed Mar 28 18:00:36 2012,All options for StateDataReporter default to False
5b5e2cb,Wed Mar 28 17:59:19 2012,"Reciprocal space force group defaults to ""same as direct space force group"""
33badc4,Wed Mar 28 00:32:16 2012,Allow specifying solute and solvent dielectrics for GBSAOBCForce
b3f88f6,Tue Mar 27 17:43:36 2012,Added license notice to Python files
5fd130f,Tue Mar 27 17:30:54 2012,Support <Script> tag in force field files
dce2d42,Tue Mar 27 17:15:07 2012,Added Christoph Klein's implementation of AMBER GB models as custom forces
724e498,Mon Mar 26 23:13:39 2012,Created StateDataReporter
ca9cf05,Mon Mar 26 17:45:58 2012,An attempt at making references between plugins get resolved correctly on OS X
fc71bac,Fri Mar 23 21:49:33 2012,Add bonds to Topology based on CONECT records in PDB file
b001c4e,Fri Mar 23 19:11:00 2012,Fixed incorrect atom names
6f92b9b,Thu Mar 22 22:31:23 2012,Fixed capitalization of library name
a57facb,Wed Mar 21 23:40:40 2012,Generate Python wrapper for RPMDIntegrator
90007de,Wed Mar 21 23:38:46 2012,Added option to RPMDIntegrator.getState() to specify force groups
6f6bee3,Tue Mar 20 21:55:05 2012,DCDReporter writes the current periodic box size rather than the original one
2304af5,Tue Mar 20 21:33:35 2012,Changes to (maybe?) make CMake not look for Java if you aren't building C and Fortran wrappers
c91f4f2,Tue Mar 20 20:04:25 2012,Implemented serialization of virtual sites
5676676,Tue Mar 20 17:35:25 2012,Tolerate round-off error when checking the box size against the cutoff distance
761b4bb,Mon Mar 19 20:21:41 2012,Variable time step integrators correctly report the size of the last step taken.  Also improved accuracy of integration unit tests.
420fac9,Fri Mar 16 22:41:05 2012,Made constrained energy minimization hopefully more robust
73b4405,Fri Mar 16 00:06:28 2012,NonbondedForce sometimes included energy terms that weren't appropriate to the specified force groups
064bb5e,Thu Mar 15 21:08:26 2012,Fixed error on some platforms
1dffa99,Thu Mar 15 20:49:37 2012,NonbondedForce sometimes included energy terms that weren't appropriate to the specified force groups
ee30f30,Thu Mar 15 20:48:11 2012,Python API can specify force groups when requesting a State
44608e1,Thu Mar 15 17:59:26 2012,Fixed error in CMake file
c4e8dc2,Thu Mar 15 00:48:22 2012,Fixed compilation warning
1f17e08,Thu Mar 15 00:42:50 2012,Attempting to fix an error caused by the workaround for a Mac AMD bug
94fe05c,Thu Mar 15 00:06:50 2012,Eliminated having CMake run programs to check for CUDA and OpenCL compatible GPUs.  They mostly just caused problems.
e852683,Wed Mar 14 22:58:26 2012,Renamed files to avoid compilation errors on OS X Lion
a5a7b90,Wed Mar 14 22:27:33 2012,AMD support for 64 bit fixed point forces (currently disabled)
e62a6de,Wed Mar 14 21:22:34 2012,Added missing return values
efd4a19,Wed Mar 14 20:54:38 2012,Added missing virtual destructors
d2fbd46,Wed Mar 14 20:06:30 2012,Inverse mass was initialized incorrectly
84b5dc7,Wed Mar 14 20:06:00 2012,Removed an unused field
15f58f1,Wed Mar 14 19:57:18 2012,Added missing return values
60d2201,Wed Mar 14 19:57:03 2012,Fixed a minor mistake in documentation
3eb4fe2,Tue Mar 13 21:14:07 2012,Avoid writing numbers that are too large to fit in the allowed set of columns
e59e15b,Tue Mar 13 21:13:27 2012,Apply periodic boundary conditions when reporting coordinates
da9a354,Tue Mar 13 21:12:54 2012,Fixed bug where tuples would sometimes turn into lists when changing their units
6390929,Tue Mar 13 21:12:31 2012,Fixed bug where tuples would sometimes turn into lists when changing their units
980280c,Tue Mar 6 19:14:22 2012,Always update data structs used by local forces
82159da,Mon Mar 5 20:31:30 2012,Improved exception handling: catch any exception  not just OpenMMException
385c147,Fri Mar 2 21:45:57 2012,Tony's patch to set number of work groups better on AMD processors
801c43e,Fri Mar 2 19:46:32 2012,Throw exception if the box size is reduced to less than twice the cutoff
1bcdd3e,Fri Mar 2 19:45:44 2012,Bug fix
7401af0,Tue Feb 28 21:23:37 2012,Made test case slightly more tolerant  since SETTLE can introduce small velocity errors
366d10f,Tue Feb 28 21:04:19 2012,API wrappers are marked as depending on the XSLT files that generate them (Mike Garrahan's patch to bug 1625).
caa4fc5,Tue Feb 28 19:52:40 2012,Optimizations to SETTLE
5d9219e,Tue Feb 28 18:31:54 2012,Mike Garrahan's fix to bug 1594 (set and get not working on Fortran arrays)
0dd3291,Mon Feb 27 18:05:15 2012,Allow boxSize argument to be a list or tuple instead of a Vec3
d2a6f00,Sat Feb 25 00:23:51 2012,Fixed Python wrapper for CustomIntegrator::getPerDofVariable()
7b383c7,Fri Feb 24 19:33:01 2012,Fixed bugs in CustomIntegrator  including incorrect examples of velocity verlet with constraints
dee35ab,Fri Feb 24 18:23:07 2012,Reimplemented SETTLE velocity constraints with a different algorithm.  The old one produced incorrect results.
6bfe2d8,Wed Feb 22 20:05:03 2012,Added missing units for cases when temperature_factor is absent
91eeb08,Wed Feb 22 18:36:35 2012,Set default tolerance for mutual induced dipoles to 1.0e-2 -- the value recommended by Jay
a73e613,Tue Feb 21 21:33:34 2012,Fixed error in applying constraints
4cd3207,Sat Feb 18 01:48:53 2012,Documentation updates for new featuers in 4.1
1595bb7,Sat Feb 18 00:34:21 2012,getState() can specify which force groups to use
1878512,Fri Feb 17 19:56:18 2012,Modeller supports SPC/E water
4412050,Thu Feb 16 23:55:37 2012,Support 4 and 5 site water when loading prmtop files
18c9ba5,Thu Feb 16 23:03:12 2012,CustomIntegrator computed energy incorrectly
663a8db,Thu Feb 16 21:14:36 2012,Fixed bugs in adding solvent
bc157f0,Wed Feb 15 21:39:06 2012,Bug fixes to adding constraints when loading AMBER files: compute constrained angles correctly  respect the rigidWater flag
d6a744d,Wed Feb 15 00:15:46 2012,Bug fix
9124720,Tue Feb 14 23:57:58 2012,OpenCL implementation of multiple time step integrators
85636c5,Tue Feb 14 20:48:14 2012,Reduced unnecessary force evaluations with multiple time step integrators
8ecf9e3,Tue Feb 14 19:22:09 2012,Created architecture for multiple time step integrators and completed reference implementation
d817b46,Mon Feb 13 19:03:58 2012,Improved rounding behavior when computing the number of ions to add
285a4d8,Sat Feb 11 01:10:03 2012,LocalEnergyMinimizer does not move massless particles
c3ca5fc,Sat Feb 11 01:09:04 2012,Finished implementing addHydrogens()
c7d32e9,Sat Feb 11 01:00:06 2012,Handle alternate locations in PDB files correctly
34bd3ee,Fri Feb 10 01:23:02 2012,Fixed bug applying constraints for CustomIntegrator
cf7a8bc,Fri Feb 10 01:18:48 2012,ApplyConstraintsKernel did not work correctly
d51a7a5,Fri Feb 10 00:58:33 2012,Deleted file with wrong capitalization
dfdf832,Fri Feb 10 00:48:21 2012,Implementing addHydrogens()
4ae53b5,Thu Feb 9 21:26:46 2012,Added OPENMM_EXPORT to throwException() declaration for Windows builds
3836a29,Wed Feb 8 21:08:33 2012,Correct reference
15c272f,Wed Feb 8 18:32:05 2012,Implemented addSolvent()
de40426,Tue Feb 7 17:46:17 2012,Removed debug code
71ec749,Thu Feb 2 23:23:40 2012,Take virtual sites into account when identifying molecules
b593e03,Thu Feb 2 19:30:36 2012,Replaced TIP4P with TIP4P-Ew
