Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::CudaCalcAmoebaGeneralizedKirkwoodForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,8,2,1,2
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaMultipoleForceKernel,1174,68,1030,76,102,3,15,58,0.07%,77,2,1,22,0,25,13,63,13
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo,39,0,39,0,6,0,2,6,0.00%,19,1,1,1,0,11,5,1,5
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel,124,4,98,22,12,0,2,4,0.22%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaPiTorsionForceKernel,121,4,95,22,11,0,2,4,0.23%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo,29,0,29,0,6,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaStretchBendForceKernel,119,4,93,22,11,0,2,4,0.24%,44,2,1,13,0,15,5,4,5
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel,125,6,102,17,17,0,3,8,0.17%,50,2,1,13,0,13,4,7,4
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,10,4,1,4
OpenMM::CudaCalcAmoebaVdwForceKernel,204,11,165,28,29,1,5,11,0.17%,31,2,1,13,0,15,5,12,5
OpenMM::CudaCalcAmoebaVdwForceKernel::ForceInfo,14,0,14,0,4,0,1,1,0.00%,0,1,1,1,0,8,2,1,2
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel,126,9,91,26,15,1,1,3,0.29%,40,2,1,13,0,15,5,5,5
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,8,2,1,2
OpenMM::CudaCalcCMAPTorsionForceKernel,86,0,72,14,14,0,2,5,0.19%,50,2,1,13,0,13,4,7,4
OpenMM::CudaCalcCustomAngleForceKernel,152,8,120,24,23,0,4,9,0.20%,50,2,1,19,0,15,5,8,5
OpenMM::CudaCalcCustomBondForceKernel,152,8,120,24,23,0,4,9,0.20%,50,2,1,19,0,15,5,8,5
OpenMM::CudaCalcCustomCompoundBondForceKernel,334,15,291,28,59,1,9,30,0.10%,46,2,1,21,0,15,5,9,5
OpenMM::CudaCalcCustomExternalForceKernel,158,8,126,24,24,0,4,9,0.19%,50,2,1,19,0,15,5,8,5
OpenMM::CudaCalcCustomGBForceKernel,877,28,811,38,166,3,32,110,0.05%,53,2,1,26,0,15,5,33,5
OpenMM::CudaCalcCustomHbondForceKernel,480,23,424,33,87,2,15,42,0.08%,39,2,1,19,0,15,5,20,5
OpenMM::CudaCalcCustomNonbondedForceKernel,500,39,418,45,76,4,14,46,0.11%,56,2,1,26,0,17,7,16,7
OpenMM::CudaCalcCustomTorsionForceKernel,151,8,119,24,23,0,4,9,0.20%,52,2,1,19,0,15,5,8,5
OpenMM::CudaCalcDrudeForceKernel,164,6,134,24,26,0,5,11,0.18%,19,2,1,13,0,15,5,3,5
OpenMM::CudaCalcForcesAndEnergyKernel,74,0,48,26,10,0,3,7,0.54%,25,2,1,10,0,14,4,1,4
OpenMM::CudaCalcGBSAOBCForceKernel,225,6,195,24,36,0,5,10,0.12%,52,2,1,15,0,15,5,15,5
OpenMM::CudaCalcHarmonicAngleForceKernel,93,5,66,22,12,0,2,4,0.33%,52,2,1,13,0,15,5,5,5
OpenMM::CudaCalcHarmonicBondForceKernel,92,4,66,22,11,0,2,4,0.33%,52,2,1,13,0,15,5,5,5
OpenMM::CudaCalcNonbondedForceKernel,576,49,486,41,90,3,17,49,0.08%,45,2,1,23,0,15,5,33,5
OpenMM::CudaCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,2,0,6,4,4,4
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,2,2
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,0,1,1,4,0,3,2,3,2
OpenMM::CudaCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::CudaCalcPeriodicTorsionForceKernel,93,4,67,22,12,0,2,4,0.33%,52,2,1,13,0,15,5,5,5
OpenMM::CudaCalcRBTorsionForceKernel,104,5,77,22,14,0,2,4,0.29%,46,2,1,13,0,15,5,6,5
OpenMM::CudaContext,555,1,276,278,3,0,1,2,1.01%,98,0,0,10,0,72,71,58,72
OpenMM::CudaContext::ForcePostComputation,10,0,4,6,0,0,0,0,1.50%,0,0,0,0,1,1,1,0,1
OpenMM::CudaContext::ForcePreComputation,9,0,4,5,0,0,0,0,1.25%,0,0,0,0,1,1,1,0,1
OpenMM::CudaContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,1,2,2,0,2
OpenMM::CudaContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::CudaContext::WorkThread,29,0,16,13,0,0,0,0,0.81%,100,0,0,2,0,6,6,7,6
OpenMM::CudaDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,12,0,3,1,0,1
OpenMM::CudaExpressionUtilities,382,6,341,38,39,1,10,65,0.11%,85,0,0,14,0,14,14,1,14
OpenMM::CudaExpressionUtilities::FunctionPlaceholder,15,0,15,0,3,0,1,1,0.00%,0,1,1,0,0,9,4,0,4
OpenMM::CudaForceInfo,33,0,21,12,2,0,1,1,0.57%,0,0,0,1,28,6,6,0,6
OpenMM::CudaIntegrateBrownianStepKernel,89,8,59,22,12,0,2,6,0.37%,70,2,1,11,0,15,5,6,5
OpenMM::CudaIntegrateCustomStepKernel,911,36,797,78,57,1,13,77,0.10%,82,2,1,21,0,33,19,38,19
OpenMM::CudaIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,2,0,4,2,6,2
OpenMM::CudaIntegrateDrudeLangevinStepKernel,162,16,119,27,26,1,3,5,0.23%,40,2,1,13,0,15,5,6,5
OpenMM::CudaIntegrateDrudeSCFStepKernel,163,21,112,30,21,1,2,6,0.27%,54,2,1,14,0,16,6,7,6
OpenMM::CudaIntegrateLangevinStepKernel,115,9,83,23,17,1,2,5,0.28%,51,2,1,11,0,15,5,7,5
OpenMM::CudaIntegrateRPMDStepKernel,521,42,427,52,46,2,6,17,0.12%,75,2,1,17,0,26,13,19,13
OpenMM::CudaIntegrateVariableLangevinStepKernel,126,10,91,27,18,1,3,11,0.30%,64,2,1,11,0,15,5,9,5
OpenMM::CudaIntegrateVariableVerletStepKernel,110,10,75,27,15,1,2,8,0.36%,52,2,1,11,0,15,5,5,5
OpenMM::CudaIntegrateVerletStepKernel,89,8,59,22,12,0,1,4,0.37%,50,2,1,11,0,15,5,4,5
OpenMM::CudaIntegrationUtilities,958,52,821,87,53,2,11,100,0.11%,85,0,0,13,0,17,17,44,17
OpenMM::CudaKernelFactory,97,1,95,1,93,1,44,44,0.01%,0,1,1,76,0,3,1,0,1
OpenMM::CudaNonbondedUtilities,837,29,667,144,19,0,4,41,0.22%,90,0,0,9,0,35,35,44,35
OpenMM::CudaNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,0,0,18,9,1,9
OpenMM::CudaNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,1,0,7,7,6,7
OpenMM::CudaParallelCalcCMAPTorsionForceKernel,59,0,45,14,5,0,1,2,0.31%,37,2,1,10,0,13,4,2,4
OpenMM::CudaParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel,207,7,168,33,15,0,4,10,0.20%,53,2,1,12,0,17,7,8,7
OpenMM::CudaParallelCalcForcesAndEnergyKernel::BeginComputationTask,29,1,27,1,9,0,2,4,0.04%,0,1,1,7,0,4,2,7,2
OpenMM::CudaParallelCalcForcesAndEnergyKernel::FinishComputationTask,40,1,38,1,13,0,3,6,0.03%,0,1,1,7,0,4,2,10,2
OpenMM::CudaParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcNonbondedForceKernel,72,0,50,22,4,0,1,2,0.44%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::CudaParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::CudaParameterSet,203,0,165,38,18,0,6,17,0.23%,60,0,0,4,0,11,11,6,11
OpenMM::CudaRemoveCMMotionKernel,50,0,39,11,7,0,1,3,0.28%,40,2,1,8,0,13,4,5,4
OpenMM::CudaRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,8,0,3,1,0,1
OpenMM::CudaSort,174,15,114,45,35,3,6,8,0.39%,29,0,0,4,0,3,3,18,3
OpenMM::CudaSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,4,9,9,0,9
OpenMM::CudaUpdateStateDataKernel,331,0,267,64,19,0,3,10,0.24%,40,2,1,11,0,39,20,1,20
OpenMM::CudaVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,5,0,12,3,1,3
OpenMM::CustomAngleForce,235,0,128,107,3,0,1,2,0.84%,77,1,1,4,0,26,19,4,19
OpenMM::CustomAngleForce::AngleInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomAngleForce::AngleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomAngleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomAngleForceImpl,79,1,76,2,7,0,1,6,0.03%,44,1,1,10,0,17,9,2,9
OpenMM::CustomAngleForceProxy,70,0,70,0,21,0,4,8,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomBondForce,230,0,126,104,3,0,1,2,0.83%,77,1,1,4,0,26,19,4,19
OpenMM::CustomBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,16,0,0,1,0,2,2,3,2
OpenMM::CustomBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomBondForceImpl,84,2,80,2,7,0,1,5,0.03%,44,1,1,10,0,18,10,2,10
OpenMM::CustomBondForceProxy,70,0,70,0,21,0,4,8,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomCompoundBondForce,316,0,177,139,4,0,1,4,0.79%,82,1,1,5,0,31,24,6,24
OpenMM::CustomCompoundBondForce::BondInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomCompoundBondForce::BondParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomCompoundBondForce::FunctionInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,4,2
OpenMM::CustomCompoundBondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomCompoundBondForceImpl,174,9,145,20,11,0,2,10,0.14%,54,1,1,17,0,19,9,2,11
OpenMM::CustomCompoundBondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomCompoundBondForceProxy,84,0,84,0,26,0,5,9,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomExternalForce,224,0,123,101,3,0,1,2,0.82%,77,1,1,4,0,26,19,4,19
OpenMM::CustomExternalForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomExternalForce::ParticleInfo,9,0,9,0,2,0,1,1,0.00%,25,0,0,1,0,2,2,2,2
OpenMM::CustomExternalForce::ParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomExternalForceImpl,68,2,64,2,6,0,1,4,0.03%,44,1,1,10,0,17,9,2,9
OpenMM::CustomExternalForceProxy,70,0,70,0,21,0,4,8,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomGBForce,567,0,272,295,4,0,1,4,1.08%,89,1,1,5,0,44,37,9,37
OpenMM::CustomGBForce::ComputationInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,3,2
OpenMM::CustomGBForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomGBForce::FunctionInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,4,2
OpenMM::CustomGBForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomGBForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomGBForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomGBForceImpl,97,2,93,2,9,0,2,10,0.02%,44,1,1,11,0,17,9,2,9
OpenMM::CustomGBForceProxy,127,0,127,0,40,0,8,13,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomHbondForce,533,0,272,261,4,0,1,4,0.96%,90,1,1,5,0,46,39,10,39
OpenMM::CustomHbondForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomHbondForce::FunctionInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,4,2
OpenMM::CustomHbondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomHbondForce::GroupInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomHbondForce::PerPairParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomHbondForceImpl,249,9,219,21,17,0,3,17,0.10%,54,1,1,18,0,19,9,2,11
OpenMM::CustomHbondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomHbondForceProxy,139,0,139,0,44,0,8,14,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomIntegrator,437,0,235,202,5,0,1,4,0.86%,85,1,1,9,0,43,31,10,31
OpenMM::CustomIntegrator::ComputationInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,3,2
OpenMM::CustomIntegratorProxy,85,1,83,1,26,0,6,12,0.01%,0,1,1,7,0,13,3,0,3
OpenMM::CustomNonbondedForce,514,0,277,237,3,0,1,4,0.86%,91,1,1,5,0,48,41,12,41
OpenMM::CustomNonbondedForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomNonbondedForce::FunctionInfo,11,0,11,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,4,2
OpenMM::CustomNonbondedForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomNonbondedForce::InteractionGroupInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomNonbondedForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomNonbondedForceImpl,294,18,259,17,22,1,4,17,0.07%,58,1,1,15,0,20,10,2,12
OpenMM::CustomNonbondedForceImpl::TabulatedFunction,31,0,31,0,5,0,1,2,0.00%,28,1,1,1,0,10,5,5,5
OpenMM::CustomNonbondedForceProxy,104,0,104,0,32,0,6,11,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::CustomTorsionForce,240,0,130,110,3,0,1,2,0.85%,77,1,1,4,0,26,19,4,19
OpenMM::CustomTorsionForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomTorsionForce::TorsionInfo,10,0,10,0,2,0,1,1,0.00%,9,0,0,1,0,2,2,5,2
OpenMM::CustomTorsionForce::TorsionParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomTorsionForceImpl,86,2,82,2,8,0,1,7,0.02%,44,1,1,10,0,17,9,2,9
OpenMM::CustomTorsionForceProxy,70,0,70,0,21,0,4,8,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::DrudeForce,194,0,100,94,5,0,1,2,0.94%,54,1,1,4,0,18,11,2,11
OpenMM::DrudeForce::ParticleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,9,2
OpenMM::DrudeForce::ScreenedPairInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::DrudeForceImpl,125,4,118,4,12,0,2,13,0.03%,55,1,1,9,0,17,9,2,9
OpenMM::DrudeForceProxy,50,0,50,0,14,0,3,5,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::DrudeLangevinIntegrator,180,0,93,87,4,0,1,6,0.94%,85,1,1,10,0,29,17,6,17
OpenMM::DrudeLangevinIntegratorProxy,29,0,29,0,7,0,1,2,0.00%,0,1,1,4,0,13,3,0,3
OpenMM::DrudeSCFIntegrator,104,0,64,40,5,0,1,6,0.62%,61,1,1,10,0,21,9,2,9
OpenMM::Force,53,0,34,19,3,0,1,3,0.56%,57,0,0,4,32,7,7,1,7
OpenMM::ForceImpl,51,0,14,37,2,0,1,1,2.64%,0,0,0,4,32,8,8,0,8
OpenMM::ForceValidationResult,538,117,279,142,17,1,2,6,0.51%,89,0,0,8,0,20,20,8,20
OpenMM::GBSAOBCForce,171,0,85,86,3,0,1,2,1.01%,78,1,1,4,0,22,15,5,15
OpenMM::GBSAOBCForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBSAOBCForceImpl,48,0,47,2,4,0,1,4,0.04%,43,1,1,11,0,16,8,2,8
OpenMM::GBSAOBCForceProxy,43,0,43,0,12,0,2,4,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::GBVIForce,287,6,150,131,3,0,1,2,0.87%,86,1,1,3,0,31,24,9,24
OpenMM::GBVIForce::BondInfo,13,0,13,0,4,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBVIForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBVIForceImpl,197,36,132,13,22,1,3,9,0.10%,55,1,1,11,0,17,9,2,9
OpenMM::GBVIForceProxy,65,2,63,0,19,0,3,6,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::HarmonicAngleForce,101,0,56,45,4,0,1,2,0.80%,42,1,1,4,0,14,7,1,7
OpenMM::HarmonicAngleForce::AngleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::HarmonicAngleForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,8,0,17,9,2,9
OpenMM::HarmonicAngleForceProxy,36,0,36,0,10,0,2,4,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::HarmonicBondForce,96,0,54,42,4,0,1,2,0.78%,42,1,1,4,0,14,7,1,7
OpenMM::HarmonicBondForce::BondInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,4,2
OpenMM::HarmonicBondForceImpl,52,0,51,2,3,0,1,2,0.04%,50,1,1,8,0,18,10,2,10
OpenMM::HarmonicBondForceProxy,36,0,36,0,10,0,2,4,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::IntegrateBrownianStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateCustomStepKernel,67,0,15,52,2,0,1,1,3.47%,0,1,1,5,3,14,8,0,9
OpenMM::IntegrateDrudeLangevinStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,6,3,10,4,0,5
OpenMM::IntegrateDrudeSCFStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,6,3,10,4,0,5
OpenMM::IntegrateLangevinStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateRPMDStepKernel,40,0,14,26,2,0,1,1,1.86%,0,1,1,6,3,13,7,0,8
OpenMM::IntegrateVariableLangevinStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateVariableVerletStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateVerletStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,4,3,10,4,0,5
OpenMM::Integrator,93,1,40,52,3,0,1,2,1.30%,85,0,0,4,9,12,12,4,12
OpenMM::Kernel,76,0,56,20,4,0,1,4,0.36%,74,0,0,1,0,39,39,1,39
OpenMM::KernelFactory,12,0,6,6,2,0,1,1,1.00%,0,0,0,3,12,2,2,0,2
OpenMM::KernelImpl,34,0,22,12,2,0,1,1,0.55%,60,0,0,1,45,5,5,3,5
OpenMM::LangevinIntegrator,125,0,65,60,4,0,1,2,0.92%,77,1,1,6,0,24,12,4,12
OpenMM::LangevinIntegratorProxy,28,1,27,0,7,0,1,2,0.00%,0,1,1,4,0,13,3,0,3
OpenMM::LocalEnergyMinimizer,97,12,65,22,81,10,12,12,0.34%,0,0,0,8,0,1,0,0,1
OpenMM::MonteCarloAnisotropicBarostat,122,0,60,62,3,0,1,1,1.03%,84,1,1,3,0,22,12,7,15
OpenMM::MonteCarloAnisotropicBarostatImpl,123,8,109,6,15,0,2,13,0.06%,65,1,1,11,0,15,7,7,7
OpenMM::MonteCarloBarostat,83,0,41,42,3,0,1,1,1.02%,75,1,1,2,0,17,9,4,10
OpenMM::MonteCarloBarostatImpl,93,7,81,5,11,0,1,6,0.06%,65,1,1,11,0,15,7,7,7
OpenMM::MonteCarloBarostatProxy,31,0,31,0,8,0,2,4,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::NonbondedForce,441,6,227,208,5,0,1,7,0.92%,89,1,1,7,0,37,30,11,30
OpenMM::NonbondedForce::ExceptionInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::NonbondedForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::NonbondedForceImpl,255,7,228,21,14,0,2,10,0.09%,67,1,1,11,0,22,9,2,14
OpenMM::NonbondedForceImpl::ErrorFunction,4,0,4,0,0,0,0,0,0.00%,0,0,0,0,1,1,1,0,1
OpenMM::NonbondedForceImpl::EwaldErrorFunction,11,0,11,0,3,0,1,1,0.00%,0,1,1,0,0,3,2,3,2
OpenMM::NonbondedForceProxy,57,0,57,0,17,0,3,5,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::OpenCLApplyAndersenThermostatKernel,62,2,48,12,9,0,2,3,0.25%,35,2,1,12,0,13,4,5,4
OpenMM::OpenCLApplyConstraintsKernel,52,0,35,17,6,0,1,2,0.49%,41,2,1,10,0,14,4,3,4
OpenMM::OpenCLApplyMonteCarloBarostatKernel,99,4,69,26,11,0,2,5,0.38%,44,2,1,13,0,15,5,8,5
