hash,time,message,buggy
e04283b,2015-05-26 14:46:24,Raise exception when processing Gromacs molecule with virtual sites,0
142fc4d,2015-05-26 15:13:36,Merge pull request #931 from peastman/doubleenergy,0
8908f33,2015-05-27 09:23:32,Eliminate scipy RuntimeWarning when reading NetCDF restart files,0
77524af,2015-05-27 10:17:31,Merge pull request #935 from swails/gmx-genpairs,0
c9fc6ed,2015-05-27 10:18:39,Merge pull request #934 from swails/ncwarn,0
deb6d66,2015-05-27 11:00:58,support gen-pairs=no in Gromacs,0
dafd0f9,2015-05-27 11:27:23,GBn now uses Discrete2DFunctions,0
1b1ea94,2015-05-27 16:56:12,Disabled PME stream on CUDA 7,0
50442b0,2015-05-28 11:18:54,Merge pull request #937 from peastman/cufft,0
d3e91b1,2015-05-29 17:13:12,Ported OpenCL FFT to CUDA,0
1eb4a6e,2015-05-30 13:42:42,Add elapsed time column in statedatareporter,0
3e5ca41,2015-06-01 12:33:00,Merge pull request #940 from kyleabeauchamp/elapsed,0
8206931,2015-06-02 15:24:34,Cleaned up CUDA FFT code,0
ad0e95a,2015-06-02 15:42:57,Deleted an unused function,0
97ebc35,2015-06-03 10:08:52,Merge pull request #944 from peastman/fft,0
154e744,2015-06-03 12:45:06,Merge pull request #2 from swails/gbn,0
81df8d4,2015-06-03 14:30:36,Fixed race condition doing PME in a separate stream,0
7317320,2015-06-03 14:41:15,Merge pull request #936 from peastman/gbn,0
7fd8791,2015-06-03 14:53:21,Merge pull request #947 from peastman/pmefix,0
4c450bf,2015-06-03 15:27:48,Move to using a continuous 2D function.,0
546ad4c,2015-06-03 16:46:20,Look in cuda dir for opencl headers,0
13d366a,2015-06-03 17:07:10,Merge pull request #948 from mpharrigan/cmake_opencl,0
227c86b,2015-06-04 11:00:00,Merge pull request #950 from swails/topenh,0
8914ab9,2015-06-04 12:24:30,Minor enhancements to Topology,0
e040c5d,2015-06-04 12:41:36,atoms and residues are functions  not descriptors.,0
bf6d95c,2015-06-05 11:26:10,Merge remote-tracking branch 'upstream/master',0
2ad2a75,2015-06-05 11:27:58,Updated linux build/packaging devtools scripts to use CUDA 7.0,0
47b6206,2015-06-05 13:45:14,Make sure RBTorsion parameters are returned with the correct units.,0
cd09831,2015-06-05 17:13:03,Merge pull request #953 from swails/rbunits,0
ec19df0,2015-06-08 10:43:55,Merge pull request #952 from jchodera/update-packaging,0
4200d22,2015-06-08 12:00:56,Fixed a compilation error on some compilers,1
508dab4,2015-06-08 13:15:31,Merge pull request #955 from peastman/definepi,0
ebe68b9,2015-06-09 12:10:26,Fixed a compiler warning,0
d557fa4,2015-06-09 15:59:32,Merge pull request #956 from peastman/nullref,0
47d97e7,2015-06-10 13:32:55,Removed code that disabled OpenCL on OS X packaging.,0
a243850,2015-06-10 14:21:23,Add check for null context inside integrator.step(),0
8be6e84,2015-06-10 14:33:49,Fix more integrators,0
c096fa0,2015-06-10 14:49:59,Merge pull request #959 from kyleabeauchamp/intsegfault,0
1d6f8b1,2015-06-10 16:54:26,Merge pull request #958 from jchodera/update-packaging,0
1c2c170,2015-06-11 17:08:09,Updates to documentation for 6.3,0
f9148a0,2015-06-12 09:28:56,Merge pull request #961 from peastman/docs,0
e537de4,2015-06-12 12:02:54,Fixed a bug in runForClockTime(),1
7881505,2015-06-13 09:55:44,Add travis build matrix for static and dynamic builds.,0
71b56ad,2015-06-17 12:50:03,Merge pull request #967 from jchodera/update-travis,0
4ae6874,2015-06-18 19:13:56,A large number of unit cleanups and fix numpy wart,0
83d092a,2015-06-19 09:49:14,Merge pull request #963 from peastman/clocktimebug,0
83255aa,2015-06-19 12:32:28,Add test for numpy units and update user's guide docs.,0
ba1af1e,2015-06-19 12:41:28,Delete now out-of-date docs as well as adding __array_priority__ to Quantity. This should be *lower* than that of Unit (and ScaledUnit/BaseUnit)  since we still want Units to take priority over Quantities (but Quantity to take precedence over regular ndarrays) for reasons like this:,0
742c13c,2015-06-19 12:45:53,Add Quantity multiplication to tests.,0
d05b707,2015-06-19 15:22:03,Don't run tests that are known to fail due to numpy bug for buggy versions of numpy.,0
0b4a107,2015-06-19 15:22:42,Merge pull request #972 from swails/unit,0
cb615fe,2015-06-21 15:45:55,Windows,0
58a6647,2015-06-21 20:55:57,Revert,0
9fcc318,2015-06-21 21:03:22,Search location for OpenCL SDK,0
dc8c70d,2015-06-22 11:44:10,Update FindOpenCL.cmake,0
0fba96e,2015-06-22 12:13:47,Merge pull request #982 from rmcgibbo/commit,0
1f9d09d,2015-06-22 12:16:23,Fixed compilation errors on Visual Studio 2013,1
96f0c0f,2015-06-22 12:53:38,Merge pull request #983 from peastman/algorithm,0
8e346de,2015-06-22 21:42:46,Fix Python 3 support in unit package.,0
10daac8,2015-06-23 08:18:49,Better fix.,0
00d20bd,2015-06-23 08:21:25,Use simpler string comparison (one that won't change from machine to machine due to precision),0
24f6585,2015-06-23 08:29:24,Remove superfluous import.,0
1f0e141,2015-06-23 10:14:51,Merge pull request #985 from swails/bool_unit,0
f8ea0d9,2015-06-23 13:55:03,Make it possible to disable building examples,0
38076a5,2015-06-23 15:43:11,Merge pull request #987 from rmcgibbo/examples,0
fa6025d,2015-06-25 17:04:25,Merge pull request #990 from jchodera/update-openmm-dev-recipe,0
4a49afa,2015-06-25 20:01:19,Removed devtools/conda-recipe  since we are now using omnia-md/openmm-dev to build conda dev packages.,0
e4cc0af,2015-06-26 12:16:10,Ensure Lepton headers get installed,0
5f5dafe,2015-06-26 13:39:05,Merge pull request #991 from peastman/headers,0
9a167d0,2015-06-26 14:20:22,Removed inappropriate error checks that forced all AMOEBA parameters to be in a single file,0
bca0195,2015-06-26 14:44:17,Merge pull request #993 from peastman/amoebaparams,0
b2e7d94,2015-06-29 15:16:01,Record plugin load failures,0
75e75aa,2015-06-29 15:50:26,loadPlugins in order,0
b67e50d,2015-06-29 15:52:43,Sort plugins by length of filename before loading,0
6cd01b2,2015-06-29 16:28:38,Wrappers,0
1a37f02,2015-06-29 16:50:26,Change function name,0
b1d6a0d,2015-06-30 11:22:13,Merge pull request #995 from rmcgibbo/loadFailures,0
b2d2412,2015-06-30 13:17:54,Build with Intel compilers,0
7d5647e,2015-06-30 13:46:26,propagate compiler variables to make PythonInstall,0
e06d55f,2015-06-30 16:19:28,Fixed bug in RPMD contractions,1
0095b6f,2015-06-30 17:09:58,Merge pull request #1000 from peastman/rpmdbug,0
7d659d7,2015-07-01 14:23:40,Fix MSVC2010 segfault,0
fa47ede,2015-07-01 14:39:44,Fixed an error under Python 2.6,1
a157b4d,2015-07-01 15:10:30,Merge pull request #1002 from peastman/py26,0
ca200ea,2015-07-01 15:11:08,Merge pull request #1001 from rmcgibbo/windows-bug,0
f5058fe,2015-07-01 15:58:46,Revert changes that propagate CMAKE compiler to python,0
42c7781,2015-07-01 17:09:57,Vec3 macro changes for CUDA,0
33f16de,2015-07-01 22:10:06,Moved install.sh out of harm's way into devtools/packaging and updated binary packaging scripts.,0
7195f68,2015-07-02 10:11:07,Merge pull request #999 from rmcgibbo/icc,0
7be6e8f,2015-07-02 11:53:51,Merge pull request #1005 from jchodera/master,0
720360c,2015-07-04 18:00:29,Swig cmake version check,0
071f2f8,2015-07-06 10:31:28,Merge pull request #1010 from rmcgibbo/swig-cmake,0
47f2af2,2015-07-06 11:30:01,Merge pull request #997 from rmcgibbo/sort-order,0
f515733,2015-07-06 11:58:26,Reverted an incorrect optimization,0
63bb38a,2015-07-06 13:15:00,Merge pull request #1015 from peastman/cpuneighbors,0
7f133cd,2015-07-06 15:24:00,NVRTC sadface,0
89d3d50,2015-07-06 16:41:40,Merge pull request #1017 from rmcgibbo/sadface-nvrtc,0
090e2ae,2015-07-07 10:24:14,Implement tests for the AVX wrappers  TestVectorize8,0
d9cfd73,2015-07-07 11:24:03,Fixed a change to AmoebaStretchBendForceProxy that broke compatibility with old files,0
5246ed6,2015-07-07 12:16:10,Merge pull request #1020 from peastman/stretchbend,0
c1e692b,2015-07-07 16:20:12,CMake fatal,0
d29f6b5,2015-07-07 16:24:56,Remove comments,0
554512e,2015-07-07 17:05:30,Merge pull request #1022 from rmcgibbo/clang,0
1ebd88f,2015-07-07 17:07:39,Merge pull request #1019 from rmcgibbo/TestVectorize8,0
019983f,2015-07-09 12:55:52,Omit internal directories from API docs,0
3d64a10,2015-07-09 13:29:03,Merge pull request #1029 from peastman/docsinternal,0
3be0bf1,2015-07-11 14:34:53,Changes for OpenMM 6.3beta2,0
a1edc08,2015-07-12 14:58:23,Update packaging preparation scripts to use latest miniconda.,0
d3b4044,2015-07-13 14:01:11,Updated setup.py __version__ to 6.3,0
4543bca,2015-07-13 16:45:53,Added scripts for source packaging.,0
88fa754,2015-07-13 20:36:19,Changed source install manifest to allow us to pick from source distro or compiled (install/) output.,0
fbfb809,2015-07-14 13:18:58,Modified __version__ in setup.py to automatically pick up appropriate version numbers.,0
3cf4e73,2015-07-14 15:32:41,Fixed error in constructing CCMA matrix,1
bdd0267,2015-07-14 18:59:43,Merge pull request #1037 from peastman/ccma,0
23fa9d9,2015-07-16 12:45:15,Merge pull request #1033 from jchodera/openmm-63-beta2,0
